HM_Mn,Inblow_P,Inblow_C,Inblow_Mn,EOB_Mn,TSC_TEMP.,TSOP_TEMP.,TSOP_O_PPM ,O2_2nd_Blow,EOB_P
0.369,0.064077,0.371868,0.161399,0.08506,1616.5,1653.1,749.0,1327.0,0.017994
0.487,0.043243,0.556134,0.095232,0.055812,1549.8,1670.3,365.0,1870.0,0.015147
0.295,0.030639,0.540474,0.091086,0.042543,1523.5,1669.8,1076.0,2129.0,0.015442
0.463,0.030723,0.489398,0.054906,0.028557,1553.4,1635.5,672.0,1986.0,0.009719
0.211,0.021887,0.330726,0.155175,0.056121,1548.7,1662.5,714.0,1960.0,0.014463
0.7559999999999999,0.093687,0.513496,0.165985,0.111346,1597.2,1666.1,440.0,1363.0,0.019654
0.409,0.008241,0.123091,0.101174,0.057663,1536.8,1645.2,754.0,1998.0,0.012466
0.77,0.101988,0.219479,0.099023,0.047553,1607.3,1644.4,568.0,1221.0,0.012114
0.821,0.095034,0.235125,0.092538,0.030564,1544.1,1656.3,765.0,1851.0,0.010321
0.369,0.04489,0.53827,0.187385,0.079608,1562.9,1652.0,636.0,1830.0,0.014988
0.89,0.068492,0.434107,0.09818,0.049566000000000006,1578.2,1665.4,1001.0,1766.0,0.016903
0.504,0.034637,0.317332,0.089556,0.057352,1596.8,1643.0,597.0,1049.0,0.015374
0.47,0.104249,0.286109,0.092006,0.030298,1552.3,1660.7,963.0,1651.0,0.014774
0.301,0.029023,0.516373,0.218136,0.086299,1536.4,1650.1,633.0,2138.0,0.013330000000000002
0.4920000000000001,0.023015,0.25869699999999995,0.055273,0.041327,1609.7,1660.9,465.0,965.0,0.013202
0.618,0.032171,0.5937020000000001,0.185272,0.092596,1585.6,1636.3,373.0,1576.0,0.010377
0.455,0.030508,0.495846,0.043257,0.025657,1557.1,1670.0,942.0,1959.0,0.010757
0.405,0.00492,0.239505,0.099991,0.051352,1574.0,1642.8,835.0,2078.0,0.14400000000000002
0.34600000000000003,0.011164,0.032851,0.045045,0.045045,1540.8,1640.0,727.0,1758.0,0.011164
0.542,0.030018,0.031560000000000005,0.024578,0.019861,1672.4,1667.2,725.0,522.0,0.010371
0.453,0.095773,0.401214,0.295311,0.14822000000000002,1649.4,1689.2,692.0,1084.0,0.03103
0.7020000000000001,0.012838,0.106492,0.116733,0.06705900000000001,1597.6,1642.4,730.0,789.0,0.010986
0.519,0.067563,0.371888,0.150577,0.204491,1539.6,1660.2,655.0,1991.0,0.013511000000000002
0.464,0.050085000000000005,0.435562,0.11458,0.055833,1606.1,1660.2,689.0,1530.0,0.015715
0.3670000000000001,0.0417,0.681868,0.171535,0.10321099999999997,1507.5,1652.8,549.0,2421.0,0.008882
0.35200000000000004,0.083957,0.509588,0.206354,0.109298,1584.2,1661.5,524.0,1453.0,0.014704
1.018,0.056491,0.429759,0.062956,0.039257,1645.6,1698.3,695.0,1279.0,0.013354
0.35200000000000004,0.037391,0.321996,0.188425,0.08680399999999999,1582.6,1640.2,599.0,1266.0,0.015242
0.655,0.059092999999999986,0.595799,0.10928,0.052977,1545.1,1676.8,768.0,2104.0,0.013196
0.542,0.006219,0.060887,0.037781,0.02816,1569.1,1641.7,1066.0,2815.0,0.012413
0.5429999999999999,0.08175299999999999,0.161281,0.138216,0.084841,1612.4,1659.4,741.0,847.0,0.028665
0.34,0.09576,0.5815600000000001,0.17198,0.090401,1583.0,1694.7,1006.0,1884.0,0.0261
0.198,0.014795,0.104286,0.117542,0.074153,1610.0,1656.5,634.0,640.0,0.14400000000000002
0.574,0.046749,0.638599,0.130207,0.071036,1591.5,1637.7,330.0,1386.0,0.011358
0.598,0.076409,0.6676,0.140776,0.081475,1544.5,1658.4,634.0,2268.0,0.013098
0.429,0.026612,0.234728,0.147045,0.066742,1597.7,1671.5,596.0,1262.0,0.012957
0.402,0.021643,0.360719,0.04343,0.024553,1553.5,1670.4,850.0,1672.0,0.010149
0.147,0.047974,0.339514,0.160162,0.066197,1557.1,1635.1,1509.0,1222.0,0.018773
0.723,0.013629,0.12575899999999998,0.153432,0.08643300000000001,1613.7,1670.2,574.0,1058.0,0.013977000000000002
0.253,0.013393,0.24653000000000005,0.118779,0.05882,1575.8,1655.3,799.0,1409.0,0.012104
0.409,0.075123,0.350187,0.194732,0.101797,1591.3,1661.1,620.0,1237.0,0.022406
0.624,0.07145,0.221472,0.084106,0.033402999999999995,1557.2,1679.7,1315.0,1714.0,0.017688
0.6809999999999999,0.018269,0.028327,0.071533,0.065099,1599.7,1636.2,580.0,1490.0,0.013975
0.556,0.008511,0.183609,0.109868,0.043182,1540.4,1664.4,970.0,1863.0,0.011768
0.5920000000000001,0.054073,0.251144,0.124429,0.069426,1601.0,1660.7,900.0,1341.0,0.018893
0.483,0.030191000000000006,0.536907,0.118041,0.088836,1556.0,1629.5,425.0,1497.0,0.011905
0.752,0.01109,0.059068,0.056096000000000014,0.044153,1602.1,1688.5,1023.0,1425.0,0.014989
0.309,0.031278,0.113155,0.096408,0.052995000000000014,1620.5,1637.4,406.0,632.0,0.010796
0.426,0.070971,0.202928,0.243074,0.07556900000000001,1653.5,1629.0,576.0,796.0,0.014191
0.35200000000000004,0.063052,0.394051,0.14518,0.085753,1587.8,1670.0,588.0,1402.0,0.018322
0.56,0.06829500000000001,0.51599,0.205543,0.10226,1622.7,1664.2,345.0,1269.0,0.016926
0.101,0.019346,0.033593,0.090784,0.070008,1641.8,1575.0,398.0,459.0,0.021583
0.6829999999999999,0.042709,0.134365,0.111041,0.060885,1618.1,1677.5,1142.0,860.0,0.025588
0.521,0.039286,0.322567,0.075851,0.047496,1618.5,1694.6,1009.0,1128.0,0.018817
0.127,0.003529,0.165405,0.059056,0.04028,1547.3,1647.0,685.0,117.0,0.008812
0.593,0.046829,0.984937,0.068354,0.05384,1562.4,1671.0,414.0,1890.0,0.012891
0.35200000000000004,0.14400000000000002,0.264522,0.261324,0.095002,1642.7,1612.4,502.0,1119.0,0.02111
0.55,0.020141,0.183933,0.13885,0.069492,1581.6,1638.1,634.0,1146.0,0.013511000000000002
0.528,0.028865,0.312365,0.146376,0.095972,1603.9,1643.1,335.0,883.0,0.014777
0.302,0.03287,0.191544,0.120617,0.048623,1554.4,1671.7,1131.0,1713.0,0.016409
0.616,0.049807,0.307542,0.055417,0.034729,1619.6,1691.0,853.0,1113.0,0.025218
0.348,0.018968,0.35687,0.0895,0.0895,1555.7,1635.2,671.0,1472.0,0.018968
0.496,0.018000000000000002,0.293284,0.074244,0.048711,1578.7,1651.7,1368.0,1690.0,0.008091
0.269,0.022856,0.303274,0.056401,0.031493,1591.9,1660.5,697.0,1276.0,0.00979
0.6629999999999999,0.065222,0.43649,0.108508,0.058167,1583.6,1683.4,964.0,1586.0,0.017828
0.254,0.032986,0.317865,0.081053,0.034647000000000004,1562.9,1637.2,695.0,1369.0,0.011386
1.062,0.025480000000000003,0.345046,0.10275,0.072844,1577.1,1656.8,542.0,1342.0,0.015112
0.362,0.086546,0.275068,0.10568,0.051828,1593.3,1662.0,497.0,1053.0,0.018068
0.7340000000000001,0.039811,0.058521,0.130686,0.088267,1667.6,1659.7,671.0,428.0,0.022914
0.279,0.008104,0.089073,0.052889,0.025811,1567.4,1674.6,1310.0,3163.0,0.017608000000000002
1.682,0.041298,0.443941,0.109768,0.052298,1559.5,1606.3,432.0,1527.0,0.006381
0.485,0.068353,0.104602,0.119921,0.058684,1594.9,1658.4,849.0,1167.0,0.020036
1.115,0.088598,0.75208,0.134607,0.111274,1561.2,1660.4,388.0,1930.0,0.017145
0.682,0.027951,0.173617,0.047814,0.028339,1613.1,1669.4,484.0,1358.0,0.009855
0.154,0.041736,0.566641,0.17852,0.074727,1538.3,1612.9,439.0,1882.0,0.010905
0.72,0.063321,0.541665,0.115002,0.072947,1546.4,1658.4,734.0,2023.0,0.01699
0.588,0.126363,0.557843,0.129609,0.059675,1576.3,1649.7,921.0,1628.0,0.022508
0.327,0.051385,0.400826,0.163483,0.082277,1584.5,1646.6,512.0,1168.0,0.013735
0.684,0.032672,0.120414,0.102334,0.073465,1606.1,1653.8,596.0,819.0,0.010874
0.858,0.080324,0.579824,0.059373,0.045414,1620.2,1686.5,828.0,1439.0,0.020749
0.385,0.09716,0.5746140000000001,0.175171,0.100298,1599.8,1671.6,587.0,1336.0,0.020017
1.023,0.07674,0.107661,0.15564,0.093584,1657.3,1654.6,569.0,552.0,0.015869
0.318,0.012296,0.30322,0.148481,0.073354,1543.6,1632.0,641.0,1564.0,0.011349
0.7390000000000001,0.070053,0.470616,0.14316600000000002,0.06824,1628.6,1672.4,476.0,1256.0,0.018013
0.315,0.036091000000000005,0.542216,0.241933,0.079055,1559.9,1691.9,946.0,2178.0,0.015393
0.4370000000000001,0.028782,0.385728,0.094505,0.045005,1554.4,1641.6,852.0,1530.0,0.012976
0.414,0.07342699999999999,0.554535,0.114497,0.06053500000000001,1560.5,1661.1,1060.0,1679.0,0.016072
0.414,0.10162,0.69133,0.290456,0.122919,1577.2,1670.1,685.0,1978.0,0.020009
0.537,0.14400000000000002,0.527451,0.219321,0.12800899999999998,1604.6,1617.3,318.0,1427.0,0.01951
0.501,0.024637,0.115346,0.114135,0.051654,1604.1,1686.5,635.0,1221.0,0.010875
0.326,0.012456,0.229958,0.121851,0.121851,1557.2,1668.0,987.0,1267.0,0.012456
0.654,0.08787,0.545253,0.08724900000000001,0.053915,1637.3,1681.1,551.0,1450.0,0.020967
0.407,0.018095,0.17022,0.08755299999999999,0.034135000000000006,1584.5,1680.0,1012.0,1630.0,0.011588
0.645,0.047843,0.588306,0.185191,0.092799,1579.5,1671.8,681.0,1743.0,0.016002000000000002
0.442,0.016326,0.248518,0.157601,0.073022,1578.8,1659.7,607.0,1289.0,0.010866
0.309,0.024258,0.490955,0.091863,0.053301,1558.1,1637.9,450.0,1786.0,0.008623
0.407,0.074072,0.525237,0.151233,0.099905,1560.8,1667.6,618.0,1557.0,0.022885
0.258,0.008418,0.127263,0.077687,0.051849,1585.9,1638.9,577.0,1164.0,0.0098
0.6829999999999999,0.054456,0.180996,0.155765,0.072337,1600.0,1674.9,609.0,1556.0,0.010286
0.239,0.044149,0.096001,0.146706,0.103207,1634.6,1569.1,267.0,614.0,0.029794
0.198,0.011295,0.072956,0.084237,0.06426,1638.4,1650.9,659.0,554.0,0.011846
0.546,0.018956,0.4164810000000001,0.087778,0.054064,1543.8,1644.5,604.0,1742.0,0.008776
0.423,0.068608,0.588619,0.222241,0.114933,1582.0,1677.7,762.0,1770.0,0.021136
0.439,0.030374,0.172724,0.220576,0.105509,1597.1,1660.2,619.0,1073.0,0.015953
0.469,0.040921,0.573343,0.118983,0.08192,1559.7,1653.6,535.0,1758.0,0.013547
0.716,0.140876,0.7152569999999999,0.109658,0.048294,1607.1,1630.7,562.0,1607.0,0.015035
0.385,0.053114,0.396474,0.068381,0.019346,1674.2,1635.7,986.0,1317.0,0.012051
0.5670000000000001,0.082827,0.996297,0.115748,0.087431,1524.5,1663.7,512.0,2485.0,0.020847
0.292,0.063001,0.498758,0.131321,0.064934,1576.9,1663.6,688.0,1482.0,0.021658
0.418,0.026531,0.312216,0.079949,0.034795,1571.7,1639.0,544.0,1476.0,0.0077849999999999985
0.737,0.062988,0.405843,0.204378,0.087518,1626.3,1648.4,620.0,1089.0,0.019032
0.604,0.014562,0.134447,0.07908899999999999,0.029837,1559.3,1659.1,798.0,223.0,0.012295
0.342,0.044276,0.201352,0.148221,0.148221,1570.7,1660.6,1059.0,1449.0,0.044276
0.8420000000000001,0.080448,0.362911,0.131727,0.08366799999999999,1606.9,1665.5,658.0,1242.0,0.017225
0.74,0.0333,0.143208,0.1073,0.054769000000000005,1648.2,1652.9,408.0,660.0,0.009079
0.551,0.051322,0.401505,0.07828,0.040425,1557.6,1660.4,829.0,1711.0,0.013916
0.407,0.14400000000000002,0.751975,0.07131799999999999,0.047236,1578.7,1691.1,682.0,2092.0,0.019028
0.331,0.015852,0.267557,0.07738099999999999,0.043597,1546.2,1650.4,947.0,1591.0,0.012865
0.456,0.054809,0.357021,0.116215,0.084362,1589.6,1662.8,713.0,1214.0,0.020403
0.369,0.006939,0.102467,0.073283,0.052367,1586.0,1631.6,529.0,845.0,0.007876000000000001
0.42,0.100421,0.127442,0.071259,0.040142,1603.8,1670.2,764.0,1080.0,0.023136
0.297,0.053409000000000005,0.531524,0.236629,0.090218,1543.8,1668.6,643.0,2123.0,0.014831
0.685,0.110399,0.633152,0.196281,0.102365,1617.5,1673.7,690.0,1676.0,0.018411
0.389,0.034938,0.31223,0.11381199999999997,0.091029,1690.3,1672.9,881.0,1255.0,0.03379
0.404,0.085926,0.645546,0.139549,0.077653,1579.3,1676.3,645.0,1688.0,0.018671
0.505,0.085175,0.6264930000000001,0.066965,0.047777,1558.8,1661.5,722.0,1617.0,0.025488
0.698,0.085864,0.51479,0.17852300000000002,0.079697,1663.7,1648.2,590.0,1139.0,0.017059
0.409,0.049564,0.07434500000000001,0.075052,0.03945,1600.4,1633.6,502.0,749.0,0.019914
0.313,0.118681,0.248325,0.183407,0.075014,1558.8,1694.3,918.0,29.0,0.007070999999999998
0.281,0.006986,0.196733,0.095175,0.037361,1592.4,1562.4,607.0,1305.0,0.005374
0.201,0.006544,0.144204,0.048189,0.031324,1554.6,1643.8,819.0,2003.0,0.010193
0.609,0.043458,0.513518,0.116479,0.080461,1541.7,1639.8,528.0,2121.0,0.011886
0.402,0.023907,0.106276,0.106816,0.040158,1611.4,1689.2,1173.0,1529.0,0.012463
0.446,0.048381,0.473729,0.16877899999999998,0.101321,1570.5,1675.4,640.0,2047.0,0.016915
0.7340000000000001,0.029991000000000007,0.16262,0.152585,0.062979,1612.0,1650.6,795.0,1096.0,0.013911
0.41,0.038241,0.186223,0.137081,0.047534,1601.4,1657.2,989.0,1176.0,0.01383
0.615,0.084263,0.538237,0.115366,0.062393,1582.5,1698.9,913.0,1946.0,0.017981999999999998
0.177,0.050306,0.180088,0.243897,0.14345,1642.7,1653.4,534.0,768.0,0.025415
1.954,0.006266,0.051169,0.032983,0.026927,1578.7,1670.8,801.0,1343.0,0.009791
0.526,0.088023,0.605377,0.141226,0.099212,1574.8,1667.2,526.0,1483.0,0.022222
0.573,0.086991,0.524678,0.069607,0.039373000000000005,1600.1,1672.7,697.0,1624.0,0.014376
0.59,0.008362,0.06306,0.07549299999999999,0.049326,1556.8,1656.4,940.0,1696.0,0.01175
0.498,0.107543,0.804338,0.213916,0.122387,1593.1,1670.8,425.0,1747.0,0.018581
1.146,0.126598,0.264024,0.07497999999999999,0.065013,1620.4,1646.1,563.0,850.0,0.028726
0.397,0.04966,0.45335,0.233788,0.121563,1584.1,1664.1,2491.0,1525.0,0.017353999999999998
0.481,0.08225199999999999,0.565063,0.092068,0.0445,1579.8,1657.4,745.0,1754.0,0.013461
0.338,0.017804,0.270047,0.156791,0.156791,1573.8,1646.9,595.0,1199.0,0.017804
0.253,0.050141000000000005,0.467124,0.059159,0.037658,1582.2,1672.7,767.0,1462.0,0.01834
0.33,0.07384600000000001,0.281798,0.155636,0.045477,1591.6,1676.2,1321.0,1799.0,0.028387
0.531,0.039521,0.141758,0.147286,0.07697899999999999,1643.0,1670.6,577.0,861.0,0.019107
0.52,0.083832,0.6249520000000001,0.067835,0.051529999999999986,1571.4,1664.8,741.0,1796.0,0.025857
0.201,0.013135,0.320391,0.151411,0.067957,1531.2,1612.2,425.0,1995.0,0.011775
0.5589999999999999,0.14400000000000002,0.6990729999999999,0.096579,0.035197000000000006,1551.2,1585.1,694.0,2171.0,0.015572
0.519,0.111027,0.437371,0.153918,0.085408,1567.4,1663.6,619.0,1583.0,0.01738
0.5820000000000001,0.078362,0.6817979999999999,0.074557,0.048067,1560.4,1666.9,556.0,1780.0,0.013354
0.581,0.062412,0.299701,0.096987,0.053497,1598.5,1660.0,707.0,1274.0,0.017006
0.648,0.014155,0.486768,0.105049,0.046995,1552.8,1642.4,458.0,1610.0,0.007445
0.6809999999999999,0.044237,0.212583,0.096366,0.06263400000000001,1613.9,1672.4,813.0,1052.0,0.021809
0.422,0.034598000000000004,0.25754,0.224338,0.090406,1568.4,1678.8,919.0,1837.0,0.018607
0.374,0.029081,0.401003,0.09762,0.050214,1560.9,1645.5,598.0,1774.0,0.010448
0.487,0.08858300000000001,0.31352800000000003,0.101372,0.06366799999999999,1610.0,1654.6,582.0,1105.0,0.021937
0.644,0.027955,0.196239,0.15626199999999998,0.067478,1578.2,1660.6,785.0,1287.0,0.012163
1.362,0.085962,0.491412,0.17391800000000002,0.063713,1638.3,1661.6,746.0,1638.0,0.012968
0.373,0.042407,0.433972,0.135858,0.092588,1580.9,1659.1,524.0,1325.0,0.015487
0.698,0.139722,0.179049,0.079262,0.0235,1653.8,1633.4,906.0,1029.0,0.010682
0.278,0.044161,0.820839,0.10749,0.05069,1519.2,1633.4,693.0,2486.0,0.011493
0.205,0.087565,0.260175,0.175611,0.088835,1578.3,1652.2,825.0,1346.0,0.14400000000000002
0.5429999999999999,0.017488999999999998,0.361762,0.08219,0.042055,1570.9,1656.3,774.0,1472.0,0.010477
0.802,0.053013,0.4562,0.1829,0.083432,1597.5,1669.2,501.0,1281.0,0.015262
0.28,0.04896,0.361578,0.148107,0.070124,1637.1,1674.8,866.0,1271.0,0.019791
0.308,0.012776,0.037054,0.072273,0.072273,1595.3,1647.2,522.0,1009.0,0.012776
0.541,0.035582,0.660237,0.10319,0.06788,1538.7,1657.0,491.0,1853.0,0.013126
0.211,0.064252,0.635302,0.108464,0.058096,1521.7,1599.3,491.0,2038.0,0.009395
0.377,0.095297,0.553791,0.14674600000000002,0.079093,1596.1,1653.1,871.0,1378.0,0.024831
0.308,0.026367,0.686715,0.133804,0.06203,1513.6,1656.7,970.0,2268.0,0.011745
0.5920000000000001,0.100958,0.387136,0.176005,0.103214,1620.6,1673.2,461.0,1355.0,0.019616
0.68,0.096659,0.08152899999999999,0.082466,0.082466,1609.2,1664.1,643.0,1576.0,0.096659
0.66,0.06325499999999999,0.756358,0.145612,0.105426,1562.7,1640.0,320.0,1667.0,0.015858
0.38,0.04166,0.5011359999999999,0.12850899999999998,0.057961,1583.4,1668.6,662.0,1820.0,0.014228
0.485,0.06551,0.2529,0.176446,0.090226,1606.2,1568.1,389.0,1085.0,0.011855
0.703,0.007824,0.101133,0.095106,0.054798,1562.6,1634.1,761.0,1169.0,0.012841
0.322,0.041604,0.339408,0.149596,0.076504,1622.8,1684.7,846.0,1185.0,0.021269
0.579,0.111589,0.17914000000000002,0.140816,0.07587999999999999,1567.5,1681.0,903.0,1055.0,0.14400000000000002
0.269,0.08267100000000001,0.516804,0.190883,0.097252,1573.2,1661.8,627.0,1510.0,0.01778
0.638,0.078581,0.196445,0.142774,0.085168,1619.0,1678.1,697.0,863.0,0.023873
0.328,0.033744,0.277362,0.231294,0.103491,1575.3,1642.2,544.0,1246.0,0.014103999999999997
1.29,0.07434199999999999,0.7369100000000001,0.05109,0.030759,1609.2,1674.5,521.0,2204.0,0.011476
0.458,0.05636699999999999,0.535334,0.140085,0.082734,1554.3,1655.6,750.0,2011.0,0.019017
0.501,0.012976,0.13581500000000002,0.108854,0.048213,1580.5,1656.7,721.0,1320.0,0.012922
0.417,0.055139,0.090085,0.223903,0.12566300000000002,1646.7,1662.1,739.0,790.0,0.029013
0.247,0.05748300000000001,0.394344,0.171506,0.101415,1569.3,1636.4,600.0,1502.0,0.017227000000000003
0.698,0.123106,0.57625,0.155106,0.068067,1631.9,1633.6,434.0,1438.0,0.016359000000000002
0.5,0.033423,0.244193,0.16018,0.058408,1596.5,1668.7,1036.0,1361.0,0.014595
0.7609999999999999,0.048302,0.4216180000000001,0.147602,0.082731,1578.4,1652.4,600.0,1605.0,0.014869
0.359,0.009474,0.228481,0.130641,0.063621,1554.3,1651.0,638.0,1376.0,0.009643
0.575,0.017706,0.131987,0.14738099999999998,0.106493,1637.1,1655.8,433.0,610.0,0.015211
0.5579999999999999,0.031344,0.254316,0.076125,0.04324,1560.1,1645.5,796.0,2090.0,0.013574
0.375,0.111479,0.301138,0.284585,0.070863,1644.1,1636.8,879.0,1506.0,0.015764
0.257,0.047005,0.14266099999999998,0.123335,0.067203,1603.3,1655.3,818.0,936.0,0.017865
0.439,0.073709,0.21150700000000006,0.197404,0.070756,1633.7,1676.5,909.0,1187.0,0.020228
0.57,0.052528,0.361771,0.095926,0.057423,1560.9,1678.6,826.0,1675.0,0.016406999999999998
0.45,0.012452,0.134551,0.046088,0.028418,1562.9,1644.2,985.0,1208.0,0.014065
0.5870000000000001,0.013704,0.577365,0.079487,0.041764,1531.0,1651.1,801.0,1697.0,0.009146
0.504,0.031382,0.5171859999999999,0.207524,0.098038,1570.2,1648.5,433.0,1535.0,0.013982
0.519,0.067798,0.5437930000000001,0.142585,0.050333,1611.8,1633.5,668.0,1779.0,0.010303
0.607,0.041248,0.098545,0.12554300000000002,0.07108300000000001,1691.1,1676.2,1034.0,903.0,0.018919
0.831,0.057515,0.5945,0.120494,0.061820000000000014,1595.2,1687.0,679.0,1741.0,0.013647
0.737,0.101912,0.536263,0.261477,0.089784,1650.6,1687.1,1113.0,1665.0,0.019016
0.418,0.027109,0.356032,0.168951,0.061134,1533.1,1667.4,884.0,1954.0,0.015801
0.772,0.071181,0.95535,0.124102,0.078899,1556.1,1655.6,492.0,2391.0,0.012634
0.4320000000000001,0.128644,0.13358599999999998,0.171219,0.08766399999999999,1608.8,1659.6,654.0,950.0,0.024494
0.5770000000000001,0.050799,0.257768,0.134427,0.070417,1569.6,1649.3,715.0,1201.0,0.014284
0.425,0.062841,0.531025,0.08502799999999999,0.052468,1555.2,1679.1,886.0,1990.0,0.016278
1.275,0.069313,0.185003,0.141442,0.069172,1629.5,1667.5,728.0,1091.0,0.015622
0.449,0.07668,0.356802,0.209839,0.091407,1623.5,1689.8,760.0,1312.0,0.022191
0.5920000000000001,0.02299,0.594897,0.210804,0.093866,1556.6,1639.1,362.0,1840.0,0.010261
0.381,0.05746900000000001,0.201175,0.132383,0.071133,1621.4,1625.8,440.0,774.0,0.010577
0.14,0.13149,0.22877600000000006,0.168576,0.071423,1590.2,1596.8,400.0,1200.0,0.00904
0.41,0.028592000000000006,0.294685,0.09586,0.027376,1527.7,1608.2,622.0,2033.0,0.006231
0.5820000000000001,0.06749,0.425519,0.170853,0.170853,1591.1,1654.4,620.0,1105.0,0.06749
1.12,0.080404,0.607815,0.109629,0.063805,1587.6,1679.3,753.0,2047.0,0.018376
0.508,0.06718500000000001,0.8005899999999999,0.13231800000000002,0.060881,1603.7,1652.4,857.0,1939.0,0.014781
0.535,0.030282,0.343192,0.135234,0.135234,1602.3,1658.2,839.0,1283.0,0.030282
0.536,0.014073,0.234662,0.096968,0.045611,1560.7,1658.8,1082.0,1665.0,0.014955
0.581,0.027865,0.185382,0.069151,0.050594,1575.3,1660.3,752.0,1519.0,0.01464
0.657,0.018415,0.069591,0.151501,0.08642899999999999,1607.5,1630.5,362.0,637.0,0.00949
0.3,0.142741,0.531836,0.123833,0.054672000000000005,1621.0,1673.7,740.0,1497.0,0.028251
1.038,0.085464,0.599283,0.084232,0.040505,1598.6,1643.1,555.0,1737.0,0.008139
0.8540000000000001,0.099229,0.5325,0.084892,0.045141,1589.4,1676.3,806.0,1766.0,0.017461
0.485,0.012983,0.100796,0.09513,0.047858,1612.1,1652.9,759.0,999.0,0.009654
0.542,0.080458,0.391367,0.238307,0.105533,1576.9,1655.9,775.0,1562.0,0.020204
0.425,0.023336000000000003,0.495134,0.16016,0.071438,1530.5,1653.7,762.0,2191.0,0.014638
0.189,0.106667,0.311715,0.269043,0.112867,1644.5,1644.3,502.0,931.0,0.022393
0.381,0.051641,0.09912,0.103287,0.057464,1634.9,1676.4,993.0,788.0,0.024885
0.325,0.036665,0.268322,0.134195,0.07156599999999999,1583.0,1639.7,718.0,1226.0,0.014009
0.504,0.10636199999999997,0.6326149999999999,0.088788,0.051206,1536.9,1656.0,890.0,2296.0,0.021648
0.486,0.050159,0.162966,0.241915,0.124328,1651.9,1653.7,691.0,629.0,0.020079
0.174,0.109776,0.30264,0.21438,0.302168,1649.7,1629.6,551.0,859.0,0.001727
0.35200000000000004,0.048097,0.8318770000000001,0.08645800000000001,0.056616,1524.3,1653.8,530.0,2245.0,0.01104
0.221,0.087586,0.147175,0.135428,0.05082,1594.4,1655.3,562.0,1119.0,0.013069999999999998
0.618,0.127149,0.293281,0.168691,0.08191,1649.9,1653.1,424.0,790.0,0.017145
1.287,0.115743,0.718973,0.148454,0.054226,1612.5,1648.1,848.0,1943.0,0.017355000000000002
0.521,0.128421,0.423512,0.074763,0.039983,1594.3,1685.2,913.0,1497.0,0.024818
0.21,0.071623,0.8066760000000001,0.117839,0.079191,1540.6,1681.5,637.0,2582.0,0.017842
0.473,0.08313200000000001,0.6792739999999999,0.051785000000000005,0.034686,1569.9,1672.2,520.0,1955.0,0.010105
0.329,0.078962,0.238435,0.16278800000000002,0.06732300000000001,1612.5,1646.7,705.0,1236.0,0.014985
0.773,0.062727,0.842933,0.060705,0.041497000000000006,1550.2,1661.7,574.0,2013.0,0.013617
0.628,0.022574,0.441901,0.160244,0.07295800000000001,1541.1,1636.5,448.0,1695.0,0.01215
0.247,0.040562,0.33871100000000004,0.1569,0.08262699999999999,1567.2,1684.9,1145.0,1601.0,0.026563
0.7979999999999999,0.127906,0.15017,0.304863,0.122001,1716.7,1683.0,748.0,883.0,0.020616
0.408,0.060135,0.316861,0.13208499999999998,0.132906,1626.7,1643.7,411.0,861.0,0.001468
0.423,0.108942,0.343245,0.097716,0.043847,1629.5,1644.7,630.0,1372.0,0.009446
0.142,0.038422000000000005,0.277981,0.154141,0.054521000000000014,1588.3,1655.7,1247.0,50.0,0.014166
0.331,0.047306,0.685175,0.205112,0.100139,1558.9,1651.1,488.0,1966.0,0.014602
0.3720000000000001,0.008125,0.109932,0.081756,0.038328,1574.1,1648.4,636.0,1351.0,0.008046
0.557,0.011067,0.273808,0.06929400000000001,0.042404,1588.6,1646.8,818.0,1941.0,0.0002
0.275,0.053354999999999986,0.430159,0.294731,0.141148,1570.4,1658.8,663.0,1777.0,0.020381
0.294,0.066938,0.354163,0.080235,0.043868,1542.5,1644.4,773.0,1594.0,0.016843
0.407,0.027112,0.5542560000000001,0.054383,0.033039,1565.8,1643.2,579.0,1483.0,0.009739
0.384,0.061153,0.065183,0.088085,0.041843,1650.7,1686.8,945.0,931.0,0.019336
0.361,0.018072,0.197067,0.07750399999999999,0.041567,1596.6,1645.2,537.0,947.0,0.012321
0.487,0.009032,0.205424,0.109521,0.044896,1555.2,1664.1,967.0,1912.0,0.012541
0.556,0.09978,0.4783810000000001,0.206112,0.08944500000000001,1630.0,1659.3,750.0,1274.0,0.019513
0.585,0.073624,0.6186119999999999,0.141426,0.07170599999999999,1582.4,1696.3,1255.0,2154.0,0.024463
0.348,0.030041,0.132236,0.079027,0.03928,1550.9,1654.3,866.0,1872.0,0.012035
0.526,0.093289,0.296526,0.183672,0.065678,1676.2,1657.4,837.0,1253.0,0.14400000000000002
0.462,0.065596,0.91918,0.135669,0.129451,1629.0,1651.2,285.0,2022.0,0.025596
0.385,0.033592000000000004,0.323481,0.178925,0.082372,1583.7,1661.0,786.0,1270.0,0.020276
0.88,0.14400000000000002,0.278074,0.121503,0.086078,1676.2,1692.7,512.0,673.0,0.059612
0.34600000000000003,0.030603,0.430961,0.121129,0.057979,1565.9,1642.3,403.0,1729.0,0.012698
0.472,0.01904,0.343318,0.090549,0.050937,1637.3,1576.7,346.0,1979.0,0.010303
0.604,0.037077,0.305875,0.174875,0.076949,1576.3,1658.6,838.0,1365.0,0.016176
0.29600000000000004,0.06566699999999999,0.453413,0.160618,0.094358,1593.2,1658.1,430.0,1398.0,0.014993
