HM_Mn,Inblow_P,Inblow_C,Inblow_Mn,EOB_Mn,TSC_TEMP.,TSOP_TEMP.,TSOP_O_PPM ,O2_2nd_Blow,EOB_P
0.545,0.062178,0.402825,0.064825,0.033059,1552.9,1668.0,935.0,1694.0,0.016582
0.447,0.08809299999999999,0.344449,0.201982,0.106766,1594.2,1681.8,773.0,1268.0,0.028812
0.524,0.142252,0.229951,0.152909,0.080622,1628.3,1688.1,714.0,1045.0,0.02281
0.247,0.103754,0.618025,0.211524,0.105478,1579.7,1657.1,466.0,1616.0,0.020759
0.5920000000000001,0.050553,0.564786,0.08694400000000001,0.048488,1525.2,1665.4,1052.0,2143.0,0.015307
0.484,0.005446,0.163547,0.04821,0.026001,1561.6,1637.9,601.0,1136.0,0.006416
0.471,0.087435,0.35570300000000005,0.178384,0.102808,1637.6,1696.4,590.0,1069.0,0.027878
0.7509999999999999,0.024537,0.114877,0.097096,0.048008,1607.1,1668.9,755.0,1018.0,0.011736
0.789,0.02997,0.386285,0.121831,0.07701799999999999,1584.5,1650.8,373.0,1151.0,0.00875
0.34,0.022133,0.367488,0.06247000000000001,0.032075,1528.7,1628.9,700.0,2009.0,0.008621
0.459,0.053233,0.254693,0.17113499999999998,0.073526,1585.9,1651.8,563.0,1373.0,0.017549000000000002
0.239,0.009392,0.207452,0.055075,0.026369,1549.4,1643.8,805.0,1765.0,0.009158
0.483,0.058017999999999986,0.61255,0.060167999999999985,0.036736000000000005,1541.2,1653.3,892.0,2148.0,0.018791
0.439,0.064839,0.941713,0.054803,0.029061,1498.1,1645.4,822.0,2928.0,0.0141
0.251,0.055787,0.455178,0.235219,0.109535,1574.6,1665.8,480.0,1518.0,0.016594
0.109,0.02855,0.175784,0.113175,0.040053,1568.7,1634.6,927.0,73.0,0.019847
0.635,0.020862,0.13293,0.128339,0.065191,1604.5,1658.9,502.0,1103.0,0.010903
0.6679999999999999,0.046259,0.660909,0.098761,0.07193,1537.5,1643.7,612.0,1962.0,0.014038
0.6970000000000001,0.010612,0.181942,0.143744,0.072732,1588.4,1665.1,666.0,1517.0,0.009832
0.562,0.058949,0.186486,0.124221,0.070991,1624.1,1691.2,935.0,1184.0,0.020639
0.68,0.055603,0.558148,0.105833,0.246387,1528.0,1661.5,767.0,1085.0,0.010429
0.581,0.070971,0.15435,0.1259,0.072132,1608.9,1661.5,819.0,974.0,0.024591
0.298,0.08627,0.269955,0.177312,0.071812,1591.2,1647.0,495.0,1112.0,0.014117
0.614,0.028531,0.398166,0.19731,0.085829,1606.7,1642.3,341.0,1124.0,0.010011
0.38,0.053656,0.538993,0.143205,0.110115,1589.8,1656.5,403.0,1341.0,0.022186
0.555,0.013845,0.286608,0.133492,0.043759,1540.8,1647.5,884.0,1658.0,0.010411
0.303,0.038866000000000005,0.371078,0.123194,0.053691,1592.6,1663.1,743.0,1381.0,0.017181000000000002
0.6829999999999999,0.133934,0.415128,0.16945,0.090086,1605.0,1658.5,699.0,1336.0,0.012159
0.281,0.056722,0.74212,0.112633,0.07005499999999999,1539.8,1655.0,601.0,1858.0,0.017202000000000002
0.32,0.07576000000000001,0.384058,0.148537,0.05708600000000001,1606.3,1673.1,1118.0,1574.0,0.021699
0.436,0.052741,0.434897,0.131848,0.082148,1577.8,1658.9,625.0,1240.0,0.016819999999999998
0.557,0.103599,0.595124,0.106671,0.076375,1581.8,1658.7,504.0,1732.0,0.016883000000000002
0.794,0.099664,0.32643,0.098291,0.059095,1598.5,1667.4,564.0,1231.0,0.018003
0.222,0.012397,0.249465,0.107422,0.045941,1555.0,1649.5,809.0,1373.0,0.010699
0.486,0.128058,0.315068,0.191594,0.100877,1591.4,1634.9,479.0,1200.0,0.017169999999999998
0.521,0.0255,0.069727,0.100468,0.06601900000000001,1650.0,1654.3,431.0,649.0,0.009156
0.359,0.09287,0.196915,0.186057,0.053693,1622.0,1558.9,360.0,1313.0,0.005741
0.403,0.133646,0.47729,0.153035,0.076389,1593.4,1650.1,606.0,1656.0,0.017011000000000002
0.259,0.020789,0.604675,0.113649,0.056355,1532.0,1649.9,649.0,2333.0,0.01276
1.012,0.138863,0.801824,0.129075,0.063555,1571.2,1642.3,428.0,29.0,0.007282999999999999
0.92,0.026817,0.556623,0.065102,0.029645,1558.9,1630.9,594.0,1641.0,0.006806
0.5379999999999999,0.01568,0.340828,0.120437,0.051072,1543.0,1639.5,540.0,1531.0,0.010418
0.478,0.141164,0.497442,0.20123,0.08642000000000001,1593.2,1672.0,739.0,1798.0,0.021137
0.385,0.030079,0.218301,0.150921,0.080764,1577.2,1650.5,796.0,1132.0,0.01808
0.318,0.071596,0.622409,0.188615,0.102374,1556.9,1644.9,483.0,1603.0,0.019464
0.295,0.031527,0.111349,0.101937,0.074317,1613.0,1642.4,754.0,720.0,0.018734
0.7,0.005195,0.034931,0.051628,0.025332,1558.0,1638.0,651.0,1416.0,0.006773
0.912,0.084897,0.17264100000000002,0.13429000000000002,0.095012,1601.7,1652.7,541.0,1094.0,0.022273
0.562,0.064958,0.27617600000000003,0.118008,0.054568,1613.5,1665.0,890.0,1021.0,0.016179
0.486,0.039646,0.126679,0.175536,0.10333,1631.4,1656.8,561.0,774.0,0.017224
0.312,0.049608,0.260292,0.232629,0.11502,1612.0,1643.0,461.0,990.0,0.012436
0.556,0.019394,0.059802,0.10993,0.10993,1612.1,1676.3,1142.0,1116.0,0.019394
0.287,0.122843,0.709186,0.142861,0.069714,1579.0,1646.8,713.0,1767.0,0.020463
0.4320000000000001,0.025477,0.549603,0.105804,0.105804,1574.2,1643.9,335.0,1306.0,0.025477
0.534,0.122187,0.334099,0.190609,0.072241,1597.9,1638.6,638.0,1286.0,0.015438999999999996
0.281,0.007807,0.090347,0.059855,0.038927,1554.5,1665.8,1286.0,1892.0,0.020026
0.721,0.008003,0.16536900000000002,0.043877,0.026798,1557.5,1647.3,966.0,1377.0,0.008201
0.373,0.095044,0.758307,0.144756,0.087714,1552.3,1665.6,575.0,2030.0,0.016914
0.231,0.051126,0.37262,0.195987,0.093984,1576.0,1640.4,591.0,1361.0,0.014199000000000003
0.611,0.073232,0.381154,0.232671,0.232671,1604.0,1662.7,539.0,1390.0,0.073232
0.478,0.091346,0.41171,0.07974099999999999,0.037242,1608.8,1666.0,947.0,1237.0,0.019911
0.594,0.06673,0.16031700000000002,0.120136,0.05976,1560.6,1665.8,901.0,1588.0,0.019534
0.495,0.107221,0.527698,0.074848,0.038401,1584.2,1676.4,641.0,1789.0,0.014853
0.232,0.086751,0.386606,0.255671,0.255671,1603.0,1668.9,595.0,1227.0,0.086751
0.738,0.067616,0.59001,0.106888,0.106888,1552.0,1704.3,1010.0,2241.0,0.067616
0.381,0.048524,0.578363,0.120916,0.08039,1577.1,1643.6,496.0,1470.0,0.016478
0.599,0.054932,0.43928,0.216678,0.12978900000000002,1629.7,1669.0,374.0,1261.0,0.038349
0.76,0.019999,0.047059,0.0472,0.036785000000000005,1610.8,1637.5,748.0,463.0,0.014819999999999996
0.448,0.038534,0.027713,0.14690599999999998,0.100189,1765.1,1688.1,644.0,889.0,0.015878
0.54,0.008777,0.219145,0.098082,0.058923,1554.3,1631.8,459.0,1497.0,0.007965
0.415,0.14400000000000002,0.388155,0.108599,0.068517,1580.2,1674.1,816.0,1281.0,0.039084
0.55,0.104217,0.786975,0.13380799999999998,0.059282000000000015,1573.7,1658.1,833.0,1851.0,0.022258
0.423,0.011394,0.332564,0.082988,0.031335,1519.3,1662.1,1114.0,2622.0,0.011695
0.5,0.00992,0.144963,0.091517,0.06310299999999999,1590.0,1634.5,759.0,841.0,0.010103
0.902,0.125006,1.294792,0.082226,0.06846100000000001,1575.4,1710.7,739.0,2904.0,0.030779
0.509,0.018685,0.458327,0.07121,0.025185,1523.3,1663.0,1019.0,2101.0,0.007908
0.382,0.023348,0.923229,0.095033,0.056001,1553.0,1631.7,551.0,2104.0,0.009258
0.8079999999999999,0.066855,0.486966,0.175357,0.112825,1622.8,1699.8,696.0,1493.0,0.026181
0.306,0.025298,0.552609,0.091183,0.046813,1540.3,1662.9,998.0,1951.0,0.015552000000000003
0.586,0.083877,0.450921,0.158278,0.057527,1621.4,1640.6,733.0,1398.0,0.013766999999999998
1.09,0.052511,0.180777,0.196833,0.091753,1619.8,1645.4,1428.0,879.0,0.013295
0.354,0.07536,0.247281,0.243983,0.077326,1639.9,1658.9,483.0,1338.0,0.011248
0.598,0.015208,0.503933,0.136319,0.049497,1533.5,1668.1,669.0,2045.0,0.009246
0.599,0.028961,0.274001,0.066536,0.043254,1582.0,1643.7,682.0,1072.0,0.013403
0.256,0.14189300000000002,0.729368,0.108667,0.027041000000000003,1641.3,1652.6,1025.0,2006.0,0.026841000000000004
0.5760000000000001,0.081795,0.365022,0.134967,0.061644,1592.0,1675.1,898.0,1351.0,0.017218
0.207,0.011444,0.17061800000000002,0.073889,0.043794,1591.0,1663.6,690.0,1118.0,0.011723
0.47,0.022755,0.265818,0.157182,0.046693,1580.1,1685.6,870.0,1938.0,0.008440000000000001
0.71,0.048224,0.136622,0.123079,0.05938,1603.5,1669.7,773.0,1050.0,0.016496
0.43,0.066535,0.30366,0.080884,0.056366,1624.1,1708.3,986.0,1171.0,0.029171
0.431,0.033955,0.126748,0.228567,0.14045,1625.7,1651.8,504.0,684.0,0.020413
0.442,0.024523,0.425486,0.05860700000000001,0.037235,1524.1,1657.2,997.0,1990.0,0.012092
0.468,0.053644,0.455355,0.147623,0.091969,1587.4,1665.9,571.0,1451.0,0.020623
0.519,0.008190000000000001,0.037968,0.066192,0.050019,1588.5,1641.3,563.0,1481.0,0.009467
0.271,0.019846000000000003,0.218262,0.102176,0.045153,1558.5,1680.7,1226.0,1863.0,0.017200999999999998
0.635,0.0043950000000000005,0.129608,0.04892,0.029507,1535.6,1641.7,53.0,2041.0,0.010024
0.416,0.130376,0.369165,0.190809,0.086575,1660.3,1676.5,648.0,1179.0,0.024148
0.393,0.040331,0.394053,0.163339,0.084372,1574.5,1651.6,644.0,1587.0,0.015046
0.7559999999999999,0.037797,0.664062,0.138484,0.078284,1575.7,1660.6,472.0,1938.0,0.012144
0.623,0.042039,0.322207,0.069439,0.033133,1575.9,1644.9,491.0,1237.0,0.008708
0.581,0.004056000000000001,0.038477,0.033116,0.044362,1599.3,1646.0,909.0,1731.0,0.14400000000000002
1.4,0.011358,0.027747000000000004,0.057675,0.057675,1615.3,1670.2,522.0,1107.0,0.011358
0.544,0.063742,0.532075,0.06478099999999999,0.046958,1554.7,1644.0,713.0,1502.0,0.020083
0.525,0.064876,0.656558,0.100907,0.063363,1610.2,1664.1,342.0,1433.0,0.016544
0.511,0.052805999999999985,0.402311,0.057272,0.207488,1593.0,1643.3,649.0,1222.0,0.000258
0.517,0.026308,0.211575,0.122595,0.076535,1600.3,1654.9,752.0,1112.0,0.017313
0.602,0.066718,0.504025,0.21287,0.104851,1594.7,1652.0,539.0,1355.0,0.01568
0.36,0.042727,0.556855,0.244743,0.116688,1585.3,1659.1,415.0,1407.0,0.013625
0.725,0.017343,0.06416799999999999,0.066355,0.035271,1581.2,1646.5,983.0,1158.0,0.013225
0.306,0.030582,0.25440300000000005,0.14433,0.041101,1553.2,1672.5,782.0,1912.0,0.013857
0.501,0.028853,0.67313,0.06599400000000001,0.033939,1527.7,1629.8,644.0,2260.0,0.008804000000000001
0.515,0.031414,0.242545,0.126077,0.055575,1579.6,1651.9,524.0,1340.0,0.008057
0.532,0.088425,0.904644,0.17438800000000002,0.110152,1591.0,1660.8,453.0,2044.0,0.022307
0.551,0.021351,0.6082489999999999,0.104409,0.050509,1528.9,1649.8,831.0,1827.0,0.011102
0.215,0.023561,0.208398,0.210415,0.094672,1563.8,1647.5,610.0,1280.0,0.013765
0.56,0.053557000000000014,0.476947,0.108108,0.056588,1620.4,1656.2,626.0,1132.0,0.013602
0.353,0.078783,0.610504,0.136448,0.08716499999999999,1554.4,1664.5,795.0,1753.0,0.019921
1.348,0.080774,0.394995,0.066689,0.049837,1593.4,1654.9,542.0,1332.0,0.017634999999999998
0.452,0.129526,0.39243,0.093506,0.041836,1566.4,1653.5,764.0,1763.0,0.022928
0.506,0.045594,0.73259,0.215345,0.13553800000000002,1585.5,1632.9,231.0,1669.0,0.016794
0.447,0.085005,0.258566,0.08199400000000001,0.030986,1573.8,1684.8,1091.0,1695.0,0.014608
0.764,0.072792,0.74143,0.106449,0.048334,1621.2,1666.7,597.0,1813.0,0.013118
0.344,0.040189,0.273293,0.220302,0.091397,1584.9,1660.9,693.0,1426.0,0.015438999999999996
0.458,0.08030599999999999,0.266235,0.087804,0.046753,1545.9,1651.3,860.0,1503.0,0.02018
0.458,0.06443600000000001,0.331616,0.162376,0.05958,1660.3,1675.7,902.0,1392.0,0.012767
0.263,0.120181,0.518392,0.085614,0.040531,1576.4,1637.6,546.0,1636.0,0.012984
0.405,0.031772,0.200802,0.167301,0.080687,1608.9,1667.9,707.0,984.0,0.015697
0.535,0.080522,0.455267,0.15648,0.099188,1656.5,1639.9,138.0,58.0,0.024176
0.649,0.027153,0.295312,0.188872,0.081595,1575.3,1655.7,694.0,1625.0,0.012889
0.475,0.051415,0.44257,0.078637,0.044105,1613.1,1684.8,898.0,1372.0,0.017475
0.484,0.11166,0.574492,0.222681,0.104672,1561.2,1622.5,536.0,1828.0,0.017459
0.245,0.031975,0.230935,0.039276,0.027237,1563.0,1640.3,931.0,2145.0,0.013962
0.644,0.04242,0.500951,0.059774,0.035218,1542.9,1652.5,862.0,1718.0,0.014353
0.433,0.072337,0.5817979999999999,0.149891,0.07359,1628.1,1606.6,450.0,1153.0,0.012288
0.684,0.006688,0.288594,0.080707,0.039994,1602.1,1644.8,657.0,2080.0,0.006212
0.42,0.034325,0.070756,0.102648,0.066086,1621.3,1653.7,771.0,727.0,0.018224
0.534,0.07798,0.728104,0.09982,0.054324,1554.3,1666.6,855.0,1971.0,0.016166
0.29600000000000004,0.017113,0.165851,0.114877,0.05918,1601.7,1651.4,507.0,1183.0,0.010239
0.376,0.019695,0.316723,0.15573900000000002,0.063702,1648.3,1642.5,415.0,559.0,0.010042
0.605,0.016306,0.180738,0.143557,0.093182,1597.1,1649.9,530.0,866.0,0.012379
0.865,0.076985,0.259819,0.133266,0.074623,1629.1,1649.3,672.0,1001.0,0.018895
0.5760000000000001,0.036255,0.07750900000000001,0.08848400000000001,0.061918,1639.9,1668.3,458.0,660.0,0.013911
0.596,0.096704,0.32671300000000003,0.129656,0.080103,1590.3,1665.6,746.0,1175.0,0.01835
0.55,0.051429,0.37397,0.076964,0.031784,1548.5,1712.4,1642.0,2348.0,0.02526
0.226,0.019187,0.517814,0.065057,0.041734,1541.1,1637.3,588.0,1541.0,0.011634
0.591,0.040497000000000005,0.320677,0.123831,0.055567999999999985,1557.9,1646.6,886.0,1578.0,0.010356
0.478,0.056794,0.314329,0.108565,0.057991,1612.0,1638.7,630.0,1216.0,0.010247
0.451,0.103778,0.564833,0.083225,0.045558,1563.1,1677.6,953.0,1907.0,0.022367
0.21600000000000005,0.03601,0.293023,0.17086700000000002,0.17086700000000002,1597.1,1648.4,401.0,909.0,0.03601
0.564,0.06955900000000001,0.6113460000000001,0.111372,0.052443,1576.3,1644.6,554.0,1878.0,0.013057
0.6920000000000001,0.052134,0.099874,0.090435,0.051763,1643.2,1676.0,906.0,966.0,0.011765
0.86,0.027116,0.17185,0.033588,0.023145,1654.3,1644.9,845.0,2014.0,0.01267
0.404,0.123133,0.55789,0.099921,0.05866900000000001,1591.7,1656.5,467.0,1565.0,0.017713
0.412,0.035711,0.29507,0.054048,0.032907,1548.2,1658.0,826.0,1770.0,0.012982
0.209,0.08793200000000001,0.313397,0.079803,0.023654,1530.0,1672.3,1051.0,2120.0,0.014066
0.358,0.019884,0.28930900000000004,0.192062,0.083109,1590.3,1653.0,547.0,1434.0,0.01063
0.348,0.024075,0.427462,0.214382,0.08652,1556.5,1651.8,662.0,1826.0,0.01394
0.519,0.01765,0.471786,0.15821500000000002,0.072918,1567.5,1678.8,674.0,379.0,0.01172
0.461,0.036959,0.448352,0.240077,0.076119,1552.2,1637.7,653.0,1722.0,0.013975
0.197,0.031012,0.267204,0.184472,0.050015,1552.9,1641.4,782.0,1625.0,0.012686
0.679,0.08663799999999999,0.138349,0.156141,0.08533099999999999,1641.8,1655.3,817.0,817.0,0.030483
0.436,0.008549,0.160104,0.105093,0.078989,1584.7,1627.7,484.0,989.0,0.010092
0.194,0.092318,0.379016,0.234858,0.099432,1617.0,1698.9,710.0,1432.0,0.026442
1.06,0.020082,0.713398,0.04385,0.034059,1538.9,1651.9,386.0,1877.0,0.008231
0.319,0.036221,0.022973,0.062734,0.023224,1527.2,1676.3,1455.0,1919.0,0.021611
0.31,0.07107999999999999,0.7556229999999999,0.185256,0.08756599999999999,1534.7,1649.4,628.0,2110.0,0.018097
0.281,0.037171,0.292981,0.239389,0.135106,1608.8,1664.4,409.0,1017.0,0.019735
0.371,0.023388,0.20595500000000005,0.196582,0.101401,1587.9,1642.5,474.0,1026.0,0.016987000000000002
0.393,0.11037,0.478594,0.168471,0.100875,1577.6,1643.6,692.0,1249.0,0.021342
0.287,0.013494,0.055375,0.052296,0.035217,1647.4,1689.8,1148.0,807.0,0.01719
0.672,0.14400000000000002,0.602759,0.174294,0.045935,1603.9,1676.5,707.0,1759.0,0.014763
0.177,0.026292000000000003,0.046786,0.098654,0.07080700000000001,1627.6,1633.0,886.0,532.0,0.025729
0.28600000000000003,0.122303,0.554227,0.091738,0.047485,1572.4,1599.8,664.0,1808.0,0.030473
0.413,0.009403,0.51297,0.057021,0.031232,1521.4,1617.7,688.0,2359.0,0.012335
0.16899999999999998,0.028758,0.232587,0.140277,0.078488,1592.3,1654.7,649.0,892.0,0.016509
0.608,0.082846,0.483967,0.105491,0.063618,1600.4,1671.9,687.0,1388.0,0.01676
0.471,0.017996,0.265004,0.075526,0.075526,1556.9,1646.8,835.0,2366.0,0.017996
0.642,0.054492999999999986,0.879713,0.079314,0.049977,1551.6,1654.8,384.0,2483.0,0.015243
0.4320000000000001,0.011267,0.106325,0.061776,0.028826,1585.7,1667.1,845.0,1257.0,0.011868
0.506,0.055338,0.6518970000000001,0.091496,0.054827,1556.6,1654.2,759.0,1938.0,0.016101
0.5,0.041138,0.139236,0.182131,0.07423400000000001,1596.6,1686.4,1341.0,1324.0,0.02711
0.545,0.08147,0.483882,0.134241,0.06292400000000001,1628.4,1670.0,747.0,1471.0,0.01788
0.55,0.009814,0.145277,0.106892,0.106892,1579.2,1641.8,804.0,1057.0,0.009814
0.877,0.011412,0.046573,0.080835,0.052988,1585.6,1661.3,824.0,1434.0,0.011673
0.557,0.111631,0.777108,0.156712,0.067954,1618.7,1669.8,775.0,1948.0,0.015892
0.463,0.053807000000000015,0.243665,0.210223,0.110891,1618.5,1657.7,402.0,984.0,0.016199
0.495,0.00676,0.247704,0.050496,0.02401,1547.3,1658.0,810.0,1563.0,0.007035
0.52,0.012619,0.22697,0.140494,0.070504,1565.2,1636.5,520.0,1227.0,0.011021
0.6809999999999999,0.029484,0.553688,0.07850499999999999,0.052708000000000005,1561.8,1665.5,469.0,1645.0,0.010763
0.407,0.068237,0.184981,0.086699,0.035168,1568.6,1632.0,821.0,1478.0,0.016198
0.331,0.034767,0.278084,0.12405,0.056031,1568.7,1677.9,1252.0,1505.0,0.020029
0.8690000000000001,0.013628,0.090021,0.097365,0.055764,1622.3,1665.0,616.0,813.0,0.010115
0.645,0.08793200000000001,0.34418200000000004,0.207737,0.108536,1617.3,1681.5,479.0,1187.0,0.01857
0.922,0.057330999999999986,0.663273,0.102125,0.080565,1576.3,1670.9,757.0,1623.0,0.016280000000000003
0.616,0.050603,0.748576,0.070645,0.04226,1520.4,1656.4,899.0,2381.0,0.014163999999999996
0.645,0.042392,0.5207350000000001,0.145763,0.053865,1586.4,1648.8,495.0,1699.0,0.010409
0.429,0.045737,0.429325,0.10888699999999997,0.044323,1570.2,1639.0,414.0,1489.0,0.011015
0.069,0.031835,0.033057,0.08077899999999999,0.059419000000000013,1647.1,1654.6,615.0,425.0,0.014826
0.725,0.032607,0.26067,0.198607,0.104345,1620.9,1653.3,378.0,944.0,0.014719
0.902,0.100748,0.691314,0.11208,0.08341799999999999,1586.7,1689.7,682.0,2004.0,0.057364
0.331,0.13214800000000002,0.714499,0.235765,0.116769,1584.8,1669.1,500.0,1966.0,0.026117
0.494,0.056112,0.111576,0.057266,0.023771,1589.5,1665.0,1030.0,1667.0,0.016127000000000002
0.425,0.020581,0.034588,0.06414,0.023123,1609.7,1657.6,1038.0,1148.0,0.012134
0.6829999999999999,0.028634,0.20493000000000006,0.137925,0.08501,1612.2,1660.7,504.0,1039.0,0.014766
0.403,0.074514,0.908137,0.149979,0.072337,1622.5,1659.7,532.0,1913.0,0.010299
0.266,0.06134600000000001,0.173203,0.10341,0.052676,1602.7,1642.7,594.0,1284.0,0.020469
0.327,0.041893,0.619929,0.077585,0.03623,1553.2,1659.8,853.0,1968.0,0.013238
0.74,0.088524,0.504408,0.116303,0.169272,1563.2,1635.4,548.0,1627.0,0.000766
0.5820000000000001,0.046323,0.4703020000000001,0.099383,0.045935,1601.5,1683.4,562.0,1889.0,0.013293
0.274,0.032777,0.253196,0.218255,0.095303,1595.4,1666.0,735.0,1072.0,0.012491
0.518,0.017203,0.760371,0.122772,0.057302,1582.1,1661.3,434.0,1838.0,0.008175
0.41,0.021893,0.235963,0.078183,0.047098,1584.5,1636.1,780.0,929.0,0.012018
0.26,0.037024,0.072818,0.139599,0.060769,1620.5,1704.8,1288.0,1268.0,0.026018
0.5479999999999999,0.070604,0.404235,0.18921,0.120988,1612.4,1657.6,512.0,998.0,0.022904
0.575,0.108436,0.845456,0.101808,0.069763,1533.5,1658.2,582.0,2285.0,0.019844
0.55,0.010715,0.382862,0.0745,0.054343,1532.5,1627.6,261.0,1983.0,0.011079
0.396,0.036007,0.385173,0.111074,0.056241,1537.6,1653.2,699.0,1610.0,0.011518
0.526,0.04479,0.680435,0.098359,0.044555,1530.0,1650.7,779.0,2473.0,0.012991999999999998
0.378,0.027208,0.27615100000000004,0.13253800000000002,0.060287,1549.2,1667.1,1057.0,1647.0,0.14400000000000002
0.3670000000000001,0.07131900000000001,0.714321,0.07737999999999999,0.037608,1574.5,1667.9,581.0,1890.0,0.013081
0.332,0.06302999999999999,0.555513,0.242642,0.12463699999999997,1588.4,1680.4,516.0,1629.0,0.020789
0.8190000000000001,0.073247,0.214363,0.155806,0.095935,1644.2,1678.5,602.0,839.0,0.023912
0.384,0.130403,0.31848000000000004,0.321432,0.157174,1601.1,1689.9,825.0,1096.0,0.039633
0.383,0.011019,0.092631,0.055512,0.036873,1612.8,1647.6,1008.0,2642.0,0.012068
0.501,0.08391699999999999,0.442234,0.124973,0.07748200000000001,1590.6,1667.4,749.0,1346.0,0.021553
0.542,0.121256,0.591144,0.20566,0.103345,1595.7,1675.4,699.0,1662.0,0.025577000000000003
0.392,0.045928,0.777184,0.206813,0.109197,1515.6,1594.6,114.0,1398.0,0.015591999999999996
0.436,0.009624,0.07317,0.059702,0.059702,1542.8,1682.1,1482.0,1790.0,0.009624
0.39,0.040185000000000005,0.398296,0.216619,0.093095,1611.4,1644.6,631.0,1565.0,0.015762
0.594,0.060063,0.08970399999999999,0.153876,0.1029,1628.9,1657.5,560.0,516.0,0.023583
0.156,0.013711,0.18838,0.091563,0.052379,1548.9,1659.6,1045.0,1715.0,0.016051
0.315,0.024469,0.495815,0.16108499999999998,0.064807,1543.8,1656.4,667.0,1892.0,0.012085
0.7440000000000001,0.047193,0.768941,0.111584,0.06423,1544.0,1662.5,721.0,2397.0,0.013502000000000002
0.363,0.031568,0.346154,0.125573,0.072643,1579.2,1667.5,738.0,1477.0,0.016474000000000003
0.231,0.072534,0.374234,0.223095,0.140006,1596.9,1676.4,753.0,1372.0,0.029303
0.6829999999999999,0.09686,0.776311,0.109479,0.041786,1600.4,1620.4,746.0,1975.0,0.010788
0.6559999999999999,0.013196,0.193582,0.089064,0.052930999999999985,1576.8,1664.4,646.0,1340.0,0.011076
0.5579999999999999,0.039778,0.056933,0.122254,0.073463,1639.9,1651.3,658.0,610.0,0.010962
0.168,0.023677,0.318852,0.116351,0.054362,1554.5,1648.2,756.0,1815.0,0.013039
0.4920000000000001,0.03078,0.422834,0.14712999999999998,0.0768,1577.6,1654.3,506.0,1464.0,0.013739
0.4,0.113599,0.594584,0.221165,0.12551199999999998,1547.3,1669.1,685.0,1928.0,0.029460000000000007
0.518,0.01409,0.137026,0.170133,0.074087,1601.7,1665.8,784.0,1344.0,0.012112
0.209,0.026366000000000004,0.249758,0.203711,0.097175,1589.8,1675.9,720.0,1359.0,0.017234
0.512,0.056074,0.5098239999999999,0.12535,0.086017,1579.8,1654.2,577.0,1604.0,0.02115
0.385,0.010468,0.195531,0.090704,0.026028,1563.0,1649.5,721.0,1910.0,0.007687999999999999
0.4370000000000001,0.040447,0.344925,0.174446,0.084648,1624.0,1635.7,502.0,1133.0,0.015231
0.253,0.078855,0.5542630000000001,0.173479,0.108394,1608.9,1661.4,635.0,1412.0,0.02238
0.316,0.030168,0.274275,0.182146,0.085242,1583.9,1652.4,714.0,1163.0,0.01424
0.271,0.028419,0.126376,0.142271,0.06466000000000001,1609.7,1684.8,832.0,1418.0,0.014983000000000003
0.328,0.089629,0.179715,0.124529,0.124529,1597.5,1660.3,807.0,1078.0,0.089629
0.43,0.009898,0.139688,0.103674,0.05205,1591.5,1644.3,871.0,1155.0,0.010495
0.27,0.026989,0.454952,0.120698,0.055692,1553.3,1649.0,536.0,1791.0,0.010729
0.602,0.11771199999999997,0.301524,0.218394,0.13212000000000002,1661.2,1679.3,812.0,1155.0,0.018939
0.382,0.109192,0.524172,0.21176,0.128878,1633.3,1674.3,638.0,1421.0,0.015594
0.598,0.042694,0.238594,0.230903,0.098805,1623.4,1667.7,429.0,1144.0,0.014174
0.4320000000000001,0.058431,0.463774,0.129001,0.085991,1582.8,1670.5,548.0,1533.0,0.020851
0.5660000000000001,0.023535,0.304661,0.202279,0.092266,1580.0,1632.2,456.0,1192.0,0.012283
0.7240000000000001,0.099933,0.6081439999999999,0.112194,0.046912,1650.5,1669.8,745.0,1613.0,0.013778
0.426,0.017985,0.532389,0.138845,0.06215900000000001,1543.3,1647.0,753.0,1702.0,0.010145
0.312,0.120755,0.498145,0.109369,0.052238,1645.9,1670.6,1010.0,1528.0,0.015837999999999998
0.394,0.050901,0.290116,0.205336,0.118114,1650.9,1647.3,361.0,1558.0,0.021044
0.534,0.06936200000000001,0.385122,0.19693,0.105365,1633.5,1702.6,661.0,1316.0,0.025504
0.35700000000000004,0.058812,0.600221,0.086141,0.050806,1565.9,1663.4,650.0,1675.0,0.013684
1.046,0.14400000000000002,0.933631,0.190708,0.062268,1586.2,1652.5,842.0,2464.0,0.024689
0.409,0.088136,0.507354,0.096085,0.050432,1590.0,1692.2,598.0,2074.0,0.012742
0.499,0.018202,0.037267,0.07546599999999999,0.06905700000000001,1601.8,1628.5,540.0,1321.0,0.014488
0.231,0.036406,0.35422,0.206106,0.087345,1579.3,1671.0,656.0,1598.0,0.016366
0.41,0.02639,0.162827,0.095938,0.058704,1587.3,1648.5,802.0,1033.0,0.012942
0.672,0.063888,0.454461,0.144428,0.0824,1616.7,1665.7,604.0,1347.0,0.017013999999999998
0.444,0.089395,0.301807,0.162512,0.096562,1587.0,1671.0,656.0,1192.0,0.022584
0.496,0.045148,0.406291,0.254935,0.102351,1592.0,1676.7,477.0,1719.0,0.014921
0.218,0.109785,0.394311,0.196628,0.09087,1599.0,1682.4,522.0,1444.0,0.019649
0.562,0.017225999999999998,0.27110100000000004,0.09675,0.056528,1623.6,1697.3,848.0,1488.0,0.013954
