HM_Mn,Inblow_P,Inblow_C,Inblow_Mn,EOB_Mn,TSC_TEMP.,TSOP_TEMP.,TSOP_O_PPM ,O2_2nd_Blow,EOB_P,,MB_Predictions,JSW_Predictions
0.377,0.081527,0.423708,0.136289,0.07861,1647.8,1665.4,710,1176,0.020134,,0.02130819,
0.873,0.060415,0.100893,0.146094,0.078743,1627.8,1673.7,825,720,0.012742,,0.020151821,
0.326,0.04528,0.500208,0.113731,0.051123,1584.5,1648.2,893,1504,0.017314,,0.015191533,
0.678,0.077595,0.77227,0.132611,0.092042,1571.7,1677.7,663,1820,0.017325,,0.019625152,
0.46,0.144,0.543881,0.09716,0.042145,1630,1664.9,864,1601,0.013349,,0.022870072,
0.255,0.013288,0.171103,0.147173,0.065728,1558.5,1629.9,665,1096,0.010551,,0.012408288,
0.197,0.090762,0.342911,0.223135,0.087952,1585,1655.4,576,1395,0.014434,,0.019126658,
0.218,0.014065,0.218552,0.166873,0.081269,1576.5,1639.6,550,1077,0.010984,,0.012595595,
0.208,0.098078,0.220763,0.17519,0.085747,1617,1635.8,426,939,0.015073,,0.019166739,
0.515,0.033283,0.230515,0.075273,0.046818,1627.8,1665,784,874,0.015274,,0.014427474,
0.265,0.017714,0.160412,0.147703,0.098252,1618.1,1651.3,445,702,0.014391,,0.015382223,
0.378,0.063193,0.61174,0.076897,0.043145,1551.8,1656.3,583,1867,0.012065,,0.013676117,
0.346,0.041814,0.35317,0.111252,0.052423,1606.8,1663.6,752,1124,0.017779,,0.014361628,
0.473,0.027249,0.447002,0.073161,0.049729,1592.1,1659.1,532,1410,0.013088,,0.012443694,
0.42,0.010454,0.1663,0.08,0.029328,1560.2,1654.7,975,1479,0.009415,,0.010883869,
0.333,0.048514,0.502582,0.139363,0.088129,1562.1,1651.1,481,1699,0.014516,,0.016118482,
0.164,0.09984,0.38459,0.19463,0.039937,1626.2,1624.5,882,1245,0.015679,,0.013766166,
0.38,0.129924,0.672484,0.160304,0.060568,1579.3,1584.3,427,1651,0.006566,,0.015310689,
0.318,0.030326,0.368762,0.087392,0.087392,1596,1678.7,734,1290,0.030326,,0.028765967,
0.457,0.05606,0.487586,0.134051,0.088644,1567.6,1650.8,555,1565,0.01471,,0.017343821,
0.549,0.053638,0.10452,0.125805,0.064402,1609.1,1657.3,532,881,0.010892,,0.015114261,
0.442,0.028631,0.147799,0.102244,0.06944,1613.4,1638.4,725,727,0.01572,,0.017496303,
0.546,0.027303,0.374751,0.146889,0.066213,1604.6,1669,652,1419,0.012006,,0.012673634,
0.5,0.063517,0.348223,0.12409,0.12409,1568.2,1657.3,665,1486,0.063517,,0.036361493,
0.445,0.00531,0.10882,0.028088,0.019125,1665.3,1569.4,249,2433,0.008669,,0.007803595,
0.314,0.065018,0.495553,0.295504,0.112835,1604.5,1672.7,504,1783,0.018471,,0.018815013,
0.793,0.068001,0.039568,0.202606,0.095611,1695.3,1675.7,728,651,0.019761,,0.021160393,
0.22,0.014026,0.505645,0.136493,0.067227,1532.7,1623.1,453,1788,0.008617,,0.010367117,
0.496,0.033028,0.368897,0.140534,0.061536,1567.8,1636.4,538,1387,0.009893,,0.010809504,
0.513,0.014057,0.053556,0.089737,0.063478,1653.2,1673,765,591,0.014114,,0.014695738,
0.729,0.02626,0.31585,0.216716,0.093427,1597.6,1654.9,401,1352,0.011242,,0.012648113,
0.466,0.031197,0.349764,0.081747,0.049204,1553.8,1663.4,730,1686,0.01192,,0.013446763,
0.448,0.010219,0.286968,0.044926,0.022718,1587.8,1655.9,870,985,0.007795,,0.008115161,
1.392,0.046926,0.417331,0.064471,0.043233,1580.9,1667.1,775,1421,0.019951,,0.015127351,
0.549,0.11615,0.887669,0.155012,0.088411,1571.6,1647.7,634,1907,0.023578,,0.01851525,
0.437,0.092444,0.315768,0.234125,0.135233,1624.2,1671.3,689,1024,0.033767,,0.031290361,
0.699,0.062979,0.67309,0.122223,0.07308,1547.9,1647.2,445,2166,0.014082,,0.014484749,
0.697,0.009627,0.054544,0.090404,0.055627,1609.6,1650,486,781,0.008105,,0.00832744,
0.534,0.04788,0.552783,0.110626,0.075502,1567.8,1688.4,781,1720,0.017189,,0.018894305,
0.619,0.015336,0.473445,0.076025,0.028497,1553.5,1629.2,610,1750,0.006581,,0.007348907,
0.432,0.108352,0.519356,0.274879,0.163974,1635.8,1685.1,367,1195,0.037132,,0.03332499,
0.314,0.044538,0.48303,0.121329,0.08188,1563.2,1630.1,491,1686,0.013612,,0.013690204,
0.824,0.111795,0.729943,0.146878,0.093106,1592.9,1661.4,445,1697,0.020776,,0.017263193,
0.318,0.014681,0.21607,0.093812,0.045948,1551.7,1676.1,1322,1744,0.055805,,0.017970123,
0.499,0.031697,0.435125,0.156922,0.090006,1574.8,1665,660,1718,0.144,,0.015770113,
0.26,0.045758,0.455638,0.142554,0.078893,1557.7,1663.2,993,1693,0.02224,,0.020842221,
0.47,0.017514,0.052982,0.072696,0.059713,1592.4,1661,1027,955,0.01739,,0.01652317,
0.71,0.069415,0.627588,0.220942,0.077575,1536.9,1653.5,627,2390,0.014714,,0.012903568,
0.577,0.007676,0.22414,0.091175,0.055857,1569.6,1651.8,717,1378,0.00863,,0.010678715,
0.65,0.028047,0.491924,0.148014,0.060583,1518.7,1635.9,954,1887,0.01134,,0.012949737,
0.408,0.104258,0.874346,0.17523,0.083505,1576.2,1631.8,370,1912,0.011439,,0.014225168,
0.212,0.023036,0.18097,0.244063,0.131473,1585.2,1662.5,735,1174,0.019834,,0.021292585,
0.524,0.052832,0.37225,0.235046,0.106689,1615.1,1668.1,681,1511,0.020018,,0.021085707,
0.327,0.065276,0.378546,0.151482,0.07084,1570.6,1683.4,1031,1813,0.020619,,0.023358769,
0.47,0.039225,0.610266,0.067218,0.043424,1588.6,1589.1,435,1499,0.014779,,0.013637232,
0.285,0.034078,0.620179,0.130537,0.069854,1543.9,1610.1,514,1649,0.010686,,0.012669068,
0.976,0.04095,0.223498,0.105188,0.057313,1628.4,1672.3,555,1135,0.016971,,0.015352685,
0.462,0.069412,0.689874,0.129168,0.077187,1568.3,1666.3,703,1815,0.016825,,0.017551858,
0.477,0.073561,0.568995,0.216559,0.101182,1572.6,1706.7,1012,2125,0.024297,,0.023141044,
0.577,0.069148,0.320756,0.147376,0.057657,1618.4,1651.9,828,1439,0.015342,,0.01458273,
0.626,0.072265,0.487521,0.150798,0.079971,1622.5,1674.2,673,1528,0.015926,,0.01814346,
0.213,0.037123,0.156155,0.195188,0.195188,1593.1,1653.1,816,1033,0.037123,,0.042475986,
0.632,0.038873,0.781866,0.046399,0.028031,1511.9,1668.5,1164,71,0.01523,,0.01722283,
1.06,0.101336,0.122773,0.179063,0.085547,1649.9,1645.6,535,740,0.010111,,0.020039085,
0.585,0.102191,0.315768,0.072454,0.027318,1621.6,1656.4,1074,1488,0.011991,,0.016884728,
0.46,0.051862,0.380815,0.281762,0.120765,1608.3,1655.5,491,1268,0.019435,,0.018241793,
0.445,0.013109,0.047027,0.056536,0.056536,1544,1635.6,576,2002,0.013109,,0.011482022,
0.496,0.025125,0.225553,0.186354,0.093214,1591.5,1647.2,765,898,0.01693,,0.016758719,
0.486,0.063271,0.437485,0.152241,0.098753,1568.5,1665.8,468,1478,0.012916,,0.017697015,
0.49,0.126314,0.499533,0.216302,0.072975,1670.4,1670.5,590,1235,0.020724,,0.015350106,
0.541,0.026364,0.316821,0.09498,0.048881,1600.2,1660.8,484,1324,0.012969,,0.011895587,
0.442,0.047226,0.558601,0.113839,0.072764,1585.3,1653.4,381,1578,0.013576,,0.014227906,
0.666,0.031736,0.285514,0.130556,0.057482,1638.7,1625,372,781,0.009755,,0.009747468,
0.682,0.045469,0.156959,0.061039,0.061039,1577.1,1678.2,790,1685,0.045469,,0.026361818,
0.369,0.103375,0.350963,0.094067,0.034636,1561.5,1628.5,782,1600,0.017674,,0.015921127,
0.69,0.042185,0.290848,0.248421,0.11066,1636.6,1632.7,415,1065,0.010289,,0.016624977,
0.37,0.010473,0.120884,0.048241,0.043533,1600.2,1633.6,459,768,0.009125,,0.008617092,
0.426,0.018526,0.226836,0.100974,0.047239,1609.8,1655.1,916,1107,0.014651,,0.012940556,
0.434,0.011198,0.230022,0.135888,0.062478,1577.1,1659.8,918,1260,0.011696,,0.012888905,
0.445,0.058005,0.597943,0.074625,0.052155,1567,1666.1,751,1662,0.022893,,0.018638998,
0.814,0.058538,0.801308,0.107955,0.066733,1551.9,1693.8,867,2436,0.016438,,0.015541758,
0.477,0.025311,0.477904,0.125818,0.080338,1565.5,1643.5,382,1615,0.016326,,0.01283173,
0.678,0.097878,0.674732,0.060081,0.046078,1577.2,1666.1,464,1675,0.025464,,0.019514674,
0.574,0.041009,0.17902,0.171633,0.108482,1648.3,1679.5,529,681,0.022266,,0.020712759,
0.853,0.048395,0.536972,0.085631,0.054566,1620.3,1679,751,1536,0.014351,,0.016040441,
0.339,0.086678,0.537585,0.222264,0.105779,1607.1,1680.6,731,1709,0.022184,,0.024833955,
0.478,0.025767,0.221694,0.065467,0.043089,1601.8,1671.1,715,982,0.012309,,0.014106233,
0.541,0.023814,0.25674,0.090628,0.036381,1586.5,1663,675,1351,0.010028,,0.009996883,
0.42,0.017089,0.289656,0.09797,0.056814,1590,1624.2,316,1049,0.009224,,0.010579288,
0.126,0.075671,0.529231,0.246076,0.114799,1569.7,1658.9,292,1708,0.01872,,0.019507415,
0.332,0.031776,0.27833,0.209242,0.115341,1645.7,1664.6,413,1055,0.017441,,0.016051031,
0.587,0.097438,0.35631,0.151129,0.09131,1647.9,1656.3,602,965,0.027614,,0.022256762,
1.205,0.020293,0.24231,0.104471,0.045423,1593.2,1641.1,581,1154,0.008835,,0.009455287,
0.624,0.018015,0.76014,0.084392,0.044949,1563.7,1647.6,412,2265,0.00624,,0.008739072,
0.753,0.143763,0.645915,0.271847,0.115169,1636.4,1651.1,524,1724,0.015772,,0.02090185,
0.452,0.00588,0.066476,0.052928,0.042256,1590.4,1614.7,453,971,0.007673,,0.005935177,
0.368,0.110221,0.373515,0.118426,0.057855,1608.7,1695.3,1001,1540,0.025799,,0.026296826,
0.284,0.043876,0.198336,0.128336,0.056888,1571.4,1654.4,989,1217,0.01397,,0.018128974,
0.693,0.118451,0.600059,0.312823,0.141839,1618.1,1683.2,477,1791,0.023932,,0.026067089,
0.465,0.029826,0.439017,0.183844,0.08713,1568.6,1659.2,665,1592,0.017845,,0.01449556,
0.483,0.013643,0.173757,0.088186,0.047862,1574.7,1662,662,1226,0.008757,,0.011217377,
0.424,0.048299,0.428423,0.144167,0.144167,1556.8,1652.2,578,1656,0.048299,,0.035445607,
0.52,0.094444,0.251547,0.146645,0.075841,1581.7,1669.8,632,1266,0.016935,,0.021421757,
0.564,0.023349,0.015571,0.025773,0.025773,1576,1677.8,1383,1479,0.023349,,0.019112973,
0.63,0.021425,0.853273,0.033035,0.027861,1610.6,1677,916,85,0.009152,,0.01058985,
0.23,0.057958,0.500979,0.155329,0.065471,1571.4,1606.1,419,1487,0.009579,,0.012337286,
0.452,0.141102,0.579734,0.250293,0.118484,1579.5,1649.8,374,1554,0.017806,,0.017845201,
0.466,0.039538,0.432727,0.080198,0.044204,1562.7,1636.8,686,1366,0.013873,,0.01312128,
0.415,0.059279,0.262349,0.162636,0.096001,1622.6,1662.6,630,956,0.016694,,0.019851444,
0.583,0.018345,0.069082,0.131747,0.073556,1670.7,1673.2,808,702,0.053298,,0.014131883,
0.541,0.041662,0.266153,0.199263,0.102971,1609.2,1647.3,591,898,0.016986,,0.018198609,
0.375,0.022234,0.453092,0.09284,0.060417,1560.7,1651.5,628,1617,0.013705,,0.012062898,
0.491,0.06458,0.115431,0.163499,0.096117,1645.4,1672.4,803,763,0.029415,,0.025260936,
0.952,0.02825,0.212915,0.151239,0.076597,1610.5,1654.4,642,973,0.010422,,0.013389565,
0.619,0.037251,0.317086,0.196233,0.093684,1595,1647.8,728,1225,0.013948,,0.016727222,
0.55,0.027288,0.390942,0.165975,0.077366,1566.5,1646.2,505,1545,0.013561,,0.011515877,
0.518,0.014492,0.01661,0.033711,0.033711,1575.5,1680,1214,1376,0.014492,,0.01673732,
0.378,0.100268,0.480044,0.286769,0.102091,1613.9,1643.3,510,1402,0.018328,,0.020113435,
0.296,0.028437,0.279294,0.108537,0.066052,1585.9,1660.8,787,1225,0.016343,,0.016033001,
0.373,0.090022,0.619686,0.181397,0.097237,1593.8,1668.2,512,1666,0.023549,,0.019995994,
0.319,0.008986,0.147276,0.085049,0.033387,1573.1,1646.4,781,1169,0.010097,,0.009258079,
0.447,0.089977,0.932475,0.156265,0.107707,1535.8,1654.9,381,2406,0.014497,,0.017776774,
0.4,0.080159,0.422303,0.171638,0.171638,1558,1664.9,980,1742,0.080159,,0.075273292,
0.277,0.025726,0.332963,0.161164,0.074896,1582.4,1656,594,1548,0.016054,,0.013368201,
0.56,0.101807,0.613629,0.073606,0.048777,1530.9,1660.9,897,2128,0.022818,,0.024301689,
0.319,0.036784,0.058629,0.106449,0.076956,1633.6,1656.8,695,627,0.017599,,0.019944609,
0.302,0.051044,0.147967,0.103757,0.047063,1593.1,1663.6,741,1156,0.016613,,0.016382949,
0.499,0.044717,0.377336,0.104926,0.06351,1558.2,1659,788,1676,0.016656,,0.016435423,
0.764,0.022547,0.372636,0.088906,0.041565,1554,1668.6,830,1732,0.010733,,0.010912939,
0.056,0.035162,0.270845,0.163477,0.061835,1552.4,1628.5,586,1196,0.014212,,0.013692603,
0.196,0.019862,0.174379,0.065789,0.038081,1589.7,1655,755,1025,0.013998,,0.013517113,
0.593,0.054108,0.48604,0.079125,0.052984,1567.7,1677.4,781,1605,0.016454,,0.018171782,
0.33,0.08586,0.459863,0.13042,0.069185,1558,1636.7,538,1580,0.014843,,0.016969948,
0.703,0.032298,0.58561,0.191226,0.07597,1542.4,1643.8,787,2169,0.013608,,0.013506564,
0.372,0.016671,0.463086,0.072,0.038013,1568.7,1646.9,548,1479,0.009726,,0.01006622,
0.602,0.106419,0.363212,0.268376,0.135483,1640.4,1685.7,651,1530,0.021815,,0.026889142,
0.336,0.065217,0.255406,0.130811,0.073756,1569.3,1651.7,639,1483,0.018774,,0.016954666,
0.287,0.032915,0.252099,0.2049,0.277892,1592.3,1650.2,517,978,0.0002,,0.014954948,
0.519,0.038985,0.448524,0.060789,0.037235,1549.8,1660.9,802,1841,0.017195,,0.013597542,
0.304,0.039491,0.5561,0.043435,0.024635,1525.9,1652.9,849,1951,0.01553,,0.011914374,
0.6,0.031065,0.695127,0.087525,0.045809,1584.5,1678.2,782,1830,0.011625,,0.011807958,
0.672,0.062911,0.186087,0.146952,0.089626,1652.7,1687.3,605,857,0.019839,,0.022088993,
0.411,0.045494,0.290817,0.090745,0.035218,1596.9,1653.9,832,1343,0.011229,,0.012530214,
0.448,0.144,0.499067,0.279157,0.104384,1647,1657.7,545,1282,0.016967,,0.022761705,
0.318,0.012282,0.402441,0.146171,0.058631,1536.8,1653,704,668,0.010645,,0.010360997,
0.455,0.016103,0.253487,0.128903,0.047076,1556,1634.6,686,1524,0.010802,,0.009834328,
0.519,0.060947,0.45775,0.087505,0.040302,1600,1574.3,357,1559,0.004287,,0.009855427,
0.21,0.003776,0.0659,0.03772,0.021609,1545.3,1620.2,976,1835,0.011134,,0.011398968,
0.447,0.093589,0.388164,0.080137,0.049461,1567.2,1635.1,793,1519,0.02067,,0.02289573,
0.395,0.062827,0.155941,0.101159,0.050066,1568,1593.4,518,1389,0.017964,,0.013712049,
0.551,0.024155,0.31315,0.182872,0.182872,1560.8,1652.8,745,1674,0.024155,,0.02389701,
0.657,0.031046,0.101749,0.183525,0.126837,1650.4,1658,393,421,0.019297,,0.018001601,
0.391,0.054122,0.286749,0.118072,0.046453,1554.3,1670.8,745,2012,0.01467,,0.013631556,
0.845,0.080341,0.079846,0.092275,0.051256,1628.6,1650.3,829,745,0.025386,,0.020421804,
1.068,0.125975,0.385188,0.166794,0.060416,1626.5,1659.6,593,1700,0.016939,,0.013025756,
0.469,0.011031,0.189763,0.141478,0.062679,1567.2,1638.1,687,1508,0.008823,,0.010532354,
0.326,0.080473,0.292222,0.171107,0.09012,1598.4,1643.5,653,1113,0.022217,,0.019809906,
0.491,0.125835,0.457917,0.154615,0.098554,1636.7,1641.5,516,772,0.028884,,0.023210226,
0.412,0.038741,0.423672,0.078271,0.039296,1566.5,1662.4,748,1757,0.144,,0.012776258,
0.202,0.025163,0.315401,0.098949,0.057105,1561.2,1674.1,476,1625,0.026693,,0.014478118,
0.517,0.032191,0.366906,0.116463,0.044431,1593,1652.7,695,1402,0.008504,,0.010279882,
0.41,0.030492,0.193345,0.094622,0.038661,1565.1,1657,678,1378,0.01226,,0.011647115,
0.332,0.027336,0.341452,0.194033,0.085298,1593.2,1662.9,443,1635,0.012945,,0.013520751,
0.349,0.044945,0.559842,0.26394,0.127153,1557.5,1644.3,572,1604,0.016486,,0.018545488,
0.358,0.088889,0.857681,0.10894,0.064429,1616.4,1669.8,921,1837,0.027419,,0.021108132,
0.743,0.076282,0.344202,0.123658,0.097346,1580.5,1654.8,473,1257,0.018715,,0.022214182,
0.697,0.072396,0.490161,0.062506,0.040671,1621.1,1664.3,718,1433,0.018485,,0.016761879,
0.391,0.144,0.680297,0.233251,0.115751,1574.5,1674.3,623,1817,0.032752,,0.026525703,
0.409,0.012618,0.484008,0.148875,0.096046,1519.1,1608.9,304,1905,0.010129,,0.010562625,
0.443,0.056396,0.348911,0.116111,0.059301,1574.9,1656.1,709,1481,0.017186,,0.016136545,
0.415,0.017763,0.577599,0.14708,0.080756,1565.2,1659.4,492,1731,0.012266,,0.011649397,
1.7,0.01271,0.240516,0.048289,0.038593,1609.4,1653.5,430,818,0.009085,,0.008286529,
0.364,0.059671,0.491748,0.162797,0.097279,1607.5,1640.4,475,1138,0.01394,,0.016711279,
0.42,0.052365,0.159739,0.197863,0.100687,1635.4,1664.4,586,749,0.016636,,0.017788405,
0.767,0.028898,0.518361,0.101837,0.052962,1579.8,1657.2,793,1738,0.009921,,0.011142968,
0.257,0.08905,0.243647,0.206592,0.098077,1628.2,1639.3,425,944,0.01425,,0.018634868,
0.476,0.108724,0.46211,0.188733,0.109426,1593.5,1665,778,1424,0.030683,,0.029585458,
0.582,0.091811,0.757589,0.24033,0.113353,1560.8,1673.4,634,2164,0.019071,,0.019516569,
0.627,0.083009,0.676933,0.087052,0.057732,1588,1658.2,403,1542,0.017487,,0.015881003,
0.827,0.024702,0.433976,0.112529,0.051601,1604.4,1645.5,645,1612,0.010349,,0.008934293,
0.42,0.049214,0.357861,0.142728,0.069915,1587,1640.9,670,1503,0.013413,,0.015863732,
0.493,0.025901,0.170928,0.09002,0.036318,1587,1649.7,760,1120,0.011256,,0.010171082,
0.41,0.040154,0.266015,0.064142,0.032881,1655.4,1663.6,898,1177,0.014592,,0.015771815,
0.433,0.048989,0.117822,0.092667,0.050022,1601.5,1660,633,858,0.019014,,0.016063215,
0.432,0.082595,0.340809,0.225741,0.126772,1609,1660.1,601,1069,0.024764,,0.025434468,
0.363,0.018818,0.075398,0.089,0.044509,1603.5,1671.6,858,927,0.014521,,0.012898499,
0.395,0.039894,0.688324,0.075483,0.040504,1538.3,1645,580,2181,0.011813,,0.011467313,
0.208,0.021858,0.171135,0.167424,0.062181,1579.7,1669.9,732,1563,0.011167,,0.014989322,
0.359,0.051375,0.405139,0.134067,0.081427,1593.2,1680.5,689,1340,0.017753,,0.019219289,
0.619,0.144,1.121743,0.127409,0.056138,1535.9,1616.9,630,2199,0.021296,,0.018278813,
0.227,0.066577,0.32532,0.124514,0.063174,1598.8,1674.2,1111,1423,0.022761,,0.023331217,
0.33,0.027016,0.151602,0.135536,0.087091,1621.9,1652.2,518,647,0.014042,,0.016111016,
0.448,0.048165,0.434767,0.114964,0.114964,1589.4,1664.2,661,1473,0.048165,,0.039011673,
0.844,0.141663,0.458316,0.127743,0.061039,1602.2,1636.5,465,1248,0.012729,,0.015144887,
0.303,0.104897,0.886308,0.155413,0.06183,1594.4,1651.3,629,1847,0.012486,,0.015297609,
0.291,0.02072,0.575241,0.143102,0.067561,1517.2,1636.1,730,2114,0.012437,,0.0121423,
0.327,0.043509,0.211856,0.180447,0.086699,1612.6,1644.3,421,1028,0.011528,,0.015168278,
0.403,0.07113,1.019137,0.140449,0.087931,1531.1,1637.3,470,2039,0.014926,,0.014716466,
0.298,0.075733,0.547059,0.139088,0.101627,1590.1,1631.6,400,1194,0.015724,,0.0193963,
0.702,0.122655,0.337429,0.223266,0.095336,1654.9,1660,861,1113,0.034062,,0.029512761,
0.199,0.022775,0.419146,0.187401,0.097049,1548.4,1633.2,449,1297,0.014029,,0.013040365,
0.432,0.071521,0.099302,0.070465,0.035155,1599.3,1648.9,552,1158,0.007897,,0.013161279,
1.251,0.063445,0.320332,0.075256,0.049767,1596.1,1662.7,675,1225,0.013855,,0.018581829,
0.423,0.051196,0.143701,0.142907,0.067745,1597.9,1645.2,638,1094,0.011816,,0.014436872,
0.462,0.02643,0.082998,0.108773,0.085499,1649.9,1664.6,519,405,0.019218,,0.017046882,
0.624,0.106599,0.063716,0.202996,0.088974,1690.5,1637.3,710,496,0.025526,,0.024438031,
0.36,0.007811,0.101498,0.115346,0.058857,1567.1,1645.6,786,1551,0.011646,,0.010835979,
0.393,0.03967,0.383139,0.145624,0.076385,1573.7,1669.2,941,1693,0.016491,,0.019466735,
0.471,0.034457,0.468847,0.084973,0.050815,1554.3,1631.2,546,1526,0.010227,,0.011449864,
0.356,0.05717,0.697007,0.118305,0.118305,1556.2,1675.9,714,2061,0.05717,,0.041186848,
0.294,0.044679,0.475748,0.153433,0.090875,1536.6,1667.9,704,1798,0.017599,,0.017963296,
0.705,0.120382,0.58344,0.235931,0.125405,1652.1,1727.4,1207,1652,0.040889,,0.030404571,
0.248,0.014936,0.271035,0.108539,0.040347,1560.2,1640.1,711,1382,0.010342,,0.010422832,
0.356,0.075973,0.725694,0.082542,0.053752,1606,1682.4,796,1772,0.022786,,0.021852014,
0.546,0.020422,0.184973,0.168335,0.104135,1632.1,1667.5,564,1011,0.013365,,0.014594252,
0.276,0.050912,0.502601,0.178408,0.094445,1580.3,1663.8,566,1419,0.024491,,0.017285182,
0.501,0.035524,0.30213,0.128567,0.059822,1561.4,1593.1,304,1595,0.010959,,0.013411776,
0.499,0.091678,0.602553,0.131866,0.080042,1600.8,1678.2,607,1685,0.018571,,0.020692501,
0.492,0.027924,0.387887,0.065465,0.023596,1545.4,1644.6,800,1693,0.00784,,0.008958003,
0.683,0.039137,0.156143,0.104251,0.049909,1567.9,1660.9,1103,1343,0.016527,,0.017375549,
0.654,0.039423,0.466681,0.077798,0.057175,1561,1638.1,549,1360,0.013213,,0.013989835,
0.447,0.081156,0.534947,0.183354,0.087336,1606,1668.7,760,1666,0.021333,,0.020082843,
0.522,0.018151,0.473635,0.123901,0.048806,1531.1,1668.9,553,2470,0.009042,,0.01110347,
0.388,0.011759,0.12433,0.090119,0.043778,1547.8,1652.1,961,1379,0.016526,,0.013319139,
0.584,0.031347,0.262564,0.215108,0.098197,1585.1,1672.7,831,1452,0.017146,,0.017363297,
0.184,0.103606,0.419222,0.186852,0.106491,1639.7,1678.2,815,1311,0.019412,,0.032116362,
0.427,0.052149,0.352596,0.140284,0.060122,1646.7,1663.3,893,1394,0.021277,,0.016044185,
1.025,0.04945,0.100122,0.126805,0.057121,1611,1690.9,1153,1264,0.017744,,0.020421672,
0.549,0.052947,0.451705,0.143756,0.083578,1621.5,1682.5,763,1407,0.01773,,0.020405771,
0.565,0.05559,0.594922,0.118065,0.075509,1545.9,1654.8,556,1977,0.011059,,0.014675594,
0.481,0.087041,0.483838,0.158574,0.077985,1605.1,1635.8,412,1418,0.015035,,0.014315725,
0.174,0.037634,0.305864,0.138598,0.067884,1618.6,1671.9,669,1490,0.016752,,0.016933608,
0.239,0.014015,0.270538,0.182444,0.086727,1572.1,1656.8,628,1465,0.011795,,0.014431793,
0.856,0.095032,0.304067,0.100835,0.052072,1580.9,1646.6,727,1142,0.028392,,0.019714559,
0.474,0.026666,0.181768,0.097998,0.065363,1609.7,1637.5,685,787,0.015208,,0.015222592,
0.51,0.034093,0.456456,0.151362,0.105487,1611.7,1669.5,288,1424,0.022043,,0.019284696,
0.691,0.021344,0.26145,0.133374,0.058112,1590.6,1651.7,640,1124,0.009168,,0.011083254,
0.374,0.058877,0.714802,0.153081,0.090451,1565.2,1668.5,643,2142,0.017112,,0.017439873,
1.109,0.063591,0.434014,0.11949,0.06678,1607.8,1673.3,563,1933,0.014422,,0.014374403,
0.366,0.028269,0.229198,0.03938,0.026308,1591.8,1645.1,891,1189,0.014165,,0.01376245,
0.278,0.042188,0.347385,0.17432,0.069647,1573.8,1656.6,834,1430,0.02048,,0.016261293,
0.415,0.027944,0.439242,0.114933,0.068037,1549.4,1648.8,544,1720,0.0116,,0.011848428,
0.232,0.072285,0.186532,0.127506,0.033541,1668.8,1677,1564,747,0.023802,,0.022001753,
0.926,0.052523,0.593288,0.175313,0.073111,1629.3,1674.9,776,1634,0.0002,,0.015824113,
0.305,0.007311,0.094425,0.049174,0.030444,1587.2,1640.8,686,1117,0.008319,,0.008787194,
0.409,0.020272,0.121043,0.156939,0.106099,1716.8,1719.5,1174,992,0.114908,,0.018810372,
0.288,0.02656,0.466911,0.151078,0.061764,1535.3,1646.1,836,1917,0.01587,,0.012553902,
0.28,0.127264,0.576767,0.134991,0.074336,1543.9,1631.5,509,1641,0.019623,,0.018950492,
0.421,0.02156,0.14391,0.130678,0.130678,1586,1660.3,778,1262,0.02156,,0.026101141,
0.655,0.017371,0.089843,0.099885,0.069886,1673.5,1692.7,963,1041,0.012624,,0.015290109,
0.289,0.023661,0.169026,0.120552,0.066006,1595.8,1664.7,928,1217,0.01701,,0.016717709,
0.764,0.088695,0.41424,0.164521,0.104878,1595.2,1679.6,790,1169,0.023547,,0.030504925,
0.435,0.048708,0.666375,0.112617,0.050657,1574.3,1642.2,805,2224,0.016939,,0.013694419,
0.17,0.008657,0.280801,0.059357,0.032803,1546.4,1658.8,694,1730,0.009064,,0.010174045,
0.251,0.01841,0.178431,0.190528,0.075743,1549.8,1634.1,489,1640,0.009796,,0.012036387,
0.629,0.052284,0.555708,0.091579,0.063641,1568,1643.3,560,1363,0.014428,,0.014141067,
0.562,0.089844,0.556469,0.139843,0.064172,1612.8,1680.9,1051,1670,0.021449,,0.020710474,
0.214,0.088565,0.623032,0.328463,0.101689,1576.5,1607.4,333,1515,0.00687,,0.015204817,
0.562,0.059944,0.352267,0.096917,0.065248,1616,1678.8,545,1237,0.015567,,0.017219772,
0.404,0.038538,0.518673,0.084403,0.068669,1566.3,1646.9,702,1340,0.015939,,0.023114812,
0.7,0.088493,0.199092,0.106137,0.047499,1662.3,1655.2,871,820,0.025315,,0.019572646,
0.685,0.056623,0.441056,0.276177,0.102584,1628.5,1672.6,691,1611,0.019989,,0.017716551,
0.401,0.029598,0.457471,0.099751,0.051653,1520.7,1633.7,849,1878,0.013973,,0.012736585,
0.552,0.116887,0.544754,0.197817,0.107255,1620.6,1655.2,544,1382,0.021876,,0.021588176,
0.426,0.127844,0.576354,0.083307,0.044066,1579.9,1647.8,753,1677,0.026713,,0.022426093,
0.633,0.063908,0.433693,0.047686,0.02925,1589.5,1681.1,1063,1514,0.019363,,0.017479679,
0.202,0.067227,0.464085,0.312686,0.124304,1613,1659.8,705,1697,0.018027,,0.021408488,
0.562,0.053586,0.598306,0.162555,0.07562,1613.7,1633.4,511,1576,0.010881,,0.011649002,
0.675,0.044739,0.301027,0.191067,0.086208,1601.4,1647.9,554,1285,0.018544,,0.014441398,
