HM_Mn,Inblow_P,Inblow_C,Inblow_Mn,EOB_Mn,TSC_TEMP.,TSOP_TEMP.,TSOP_O_PPM ,O2_2nd_Blow,EOB_P,,MB_Predictions,JSW_Predictions
0.511,0.031405,0.582608,0.082872,0.043871,1538.2,1629.2,835,2266,0.013141,,0.011202073,
0.4,0.076692,0.091344,0.124641,0.073904,1605.5,1676.4,1057,965,0.035021,,0.030925123,
0.401,0.020477,0.130345,0.114992,0.073084,1612.1,1657.2,740,659,0.014341,,0.015987243,
0.332,0.012871,0.165862,0.114909,0.241097,1562.4,1659,909,1542,0.0002,,0.007795635,
0.571,0.04762,0.524408,0.164922,0.078528,1575.2,1649.4,548,1570,0.014919,,0.013224096,
0.826,0.11227,0.471094,0.206787,0.086337,1647.7,1684.6,525,1205,0.017318,,0.020975986,
0.41,0.020733,0.192612,0.101685,0.042581,1598.4,1637.6,640,1340,0.008709,,0.010637091,
0.394,0.025,0.296658,0.228755,0.105843,1582.1,1646.2,530,1222,0.014159,,0.015304869,
0.329,0.095681,0.258451,0.109237,0.042566,1591.5,1676.7,1054,1412,0.022167,,0.021868187,
0.186,0.020964,0.139029,0.102885,0.045316,1574.1,1672.3,1099,1409,0.021497,,0.017195416,
0.773,0.07654,0.66889,0.12067,0.05483,1611.9,1695.1,690,1909,0.017412,,0.015620113,
0.439,0.069815,0.376664,0.118422,0.064443,1576.6,1641.1,403,1313,0.011753,,0.014524721,
0.605,0.062987,0.3026,0.11955,0.071781,1630.8,1669.5,514,959,0.016692,,0.018791328,
0.288,0.010139,0.206383,0.119045,0.04384,1548.1,1662.4,852,1725,0.012528,,0.011157502,
0.481,0.055342,0.474019,0.062153,0.039052,1578.6,1673.7,800,1402,0.017951,,0.016581593,
0.55,0.093931,0.587094,0.19647,0.120834,1578.9,1677,566,1631,0.019678,,0.023451342,
0.307,0.03702,0.239968,0.193307,0.07024,1587.2,1664.5,983,1461,0.019746,,0.019722621,
0.498,0.136959,0.382058,0.237419,0.095277,1641.5,1662.8,528,1200,0.016915,,0.019390827,
0.163,0.01347,0.391978,0.107304,0.046347,1534.3,1666,970,2237,0.014465,,0.013510695,
1.176,0.116106,0.561052,0.108698,0.086619,1579.8,1659.6,421,1475,0.020451,,0.022658795,
0.368,0.053077,0.579311,0.10242,0.056065,1581.8,1666.6,522,1578,0.01428,,0.014486146,
0.434,0.034517,0.36217,0.058563,0.033095,1583.4,1645.4,757,774,0.009805,,0.012560231,
0.462,0.110685,0.548852,0.182799,0.095743,1584.6,1678.7,632,1583,0.020842,,0.02187557,
0.437,0.034233,0.307874,0.193788,0.073429,1603.2,1655.3,803,1399,0.015599,,0.014013185,
0.445,0.076748,0.580513,0.15656,0.067793,1570.3,1641.5,583,1759,0.013934,,0.014191658,
0.479,0.067105,0.368117,0.202956,0.157013,1606.9,1664.9,306,910,0.024529,,0.025497292,
0.671,0.017204,0.256963,0.105025,0.050197,1545.6,1666.2,979,1886,0.012076,,0.012859295,
0.389,0.111529,0.37632,0.064981,0.03572,1564.8,1660.1,845,1388,0.030255,,0.024447073,
0.438,0.025426,0.072421,0.08837,0.04848,1609.2,1660.2,647,856,0.011274,,0.013389739,
0.652,0.065106,0.126194,0.18258,0.077312,1624.2,1658.6,808,1006,0.018328,,0.019972761,
0.226,0.067695,0.750316,0.113951,0.080582,1539.5,1650.7,827,1646,0.046075,,0.023200526,
0.346,0.037124,0.340817,0.170631,0.089891,1587.3,1660.6,651,1263,0.017038,,0.01667969,
0.402,0.040082,0.354745,0.049686,0.030761,1563.3,1652.1,856,1427,0.016656,,0.014355331,
0.53,0.140885,0.674047,0.204816,0.089668,1595,1667.5,1061,1527,0.039507,,0.032458219,
0.553,0.047293,0.312223,0.1926,0.081392,1617.5,1653.6,448,1177,0.011419,,0.01306158,
0.497,0.050885,0.143727,0.172207,0.086795,1590.6,1615,541,1017,0.014308,,0.016262963,
0.319,0.12394,0.413626,0.108672,0.059978,1630.9,1680.7,473,1317,0.025827,,0.021885364,
1.005,0.023562,0.212532,0.179578,0.105361,1612.3,1659.7,427,750,0.013211,,0.014039474,
0.71,0.051787,0.345869,0.152735,0.072172,1635,1647.4,546,1265,0.01362,,0.012691044,
0.146,0.016901,0.618884,0.088083,0.038744,1530.4,1666.7,861,1960,0.010524,,0.013464613,
0.53,0.040285,0.418337,0.213386,0.115054,1595.2,1637.8,317,1068,0.015509,,0.015530752,
0.55,0.075076,0.357076,0.198332,0.127302,1601.6,1659.9,517,968,0.028572,,0.022432865,
0.241,0.043711,0.145133,0.072119,0.031233,1599.6,1684.1,1100,1256,0.023128,,0.021450558,
0.601,0.028283,0.299,0.160797,0.055676,1592.8,1704.7,1127,1923,0.014076,,0.015842146,
0.36,0.010454,0.245697,0.091216,0.027644,1563.6,1650.2,790,1653,0.008878,,0.008660569,
0.887,0.098449,0.086189,0.097598,0.054418,1689.9,1639.7,693,429,0.020142,,0.02074624,
0.542,0.072834,0.448749,0.149917,0.07149,1602.4,1659.8,693,1531,0.019555,,0.017015124,
0.49,0.01128,0.103272,0.073191,0.042363,1590,1643,837,960,0.010019,,0.011534834,
0.431,0.069596,0.467509,0.191243,0.114084,1586.7,1661.9,567,1406,0.017792,,0.023146143,
0.502,0.0546,0.334468,0.24193,0.137489,1616.8,1662.9,711,1070,0.02043,,0.027143715,
0.592,0.045687,0.273039,0.204835,0.204835,1638.5,1680.5,406,1109,0.045687,,0.034039189,
0.726,0.041606,0.304243,0.170931,0.099188,1598.7,1647.3,501,1038,0.017445,,0.015716149,
0.267,0.017733,0.071243,0.122701,0.076127,1627.2,1667.1,843,664,0.014355,,0.017344522,
0.572,0.011481,0.245616,0.126071,0.05384,1511.8,1665,891,2524,0.010648,,0.010634302,
0.444,0.055326,0.443658,0.133106,0.088266,1566.1,1653.8,743,1578,0.017146,,0.019750169,
0.358,0.009698,0.357393,0.084255,0.049841,1540.3,1656.3,480,1412,0.008536,,0.009937593,
0.639,0.089965,0.748547,0.098679,0.0576,1543.6,1645,591,1881,0.014664,,0.017236947,
0.568,0.101739,0.625981,0.125915,0.074446,1589,1667.1,666,1625,0.020213,,0.022479804,
0.466,0.080945,0.69179,0.149778,0.084519,1591.3,1666.9,641,1673,0.024627,,0.018236252,
0.574,0.041166,0.315565,0.16639,0.091838,1622.4,1652.2,580,1032,0.017523,,0.016328919,
0.448,0.085205,0.518158,0.133516,0.075393,1588.9,1655.7,550,1323,0.020773,,0.018458293,
0.185,0.029938,0.260515,0.234844,0.108281,1599,1670.5,529,1238,0.01203,,0.015929876,
0.274,0.015534,0.388535,0.132479,0.050758,1540.2,1642.6,538,1643,0.008332,,0.009456214,
0.708,0.125744,0.975623,0.240601,0.095698,1602.4,1647.9,507,2587,0.013739,,0.015456036,
0.251,0.012512,0.101242,0.100545,0.03278,1555.9,1672.9,938,1803,0.012644,,0.013636388,
0.306,0.012028,0.433499,0.144076,0.087237,1546.8,1615.6,335,1624,0.009085,,0.009942265,
0.433,0.012802,0.04011,0.063275,0.063275,1563.8,1652.4,752,1339,0.012802,,0.01432934,
0.756,0.089842,0.550353,0.085459,0.05122,1551.2,1665.3,828,1925,0.019395,,0.020876253,
0.54,0.020357,0.272,0.057206,0.041539,1604,1675.8,580,1225,0.012661,,0.013272523,
0.658,0.118653,0.281616,0.099088,0.049228,1598.2,1615.4,596,1095,0.013377,,0.017980725,
0.55,0.008119,0.303523,0.090137,0.052639,1528,1609.5,435,1969,0.00745,,0.007515691,
0.391,0.094944,0.62515,0.160702,0.080756,1603,1674,546,1677,0.015517,,0.017684025,
0.734,0.070023,0.293805,0.136009,0.077592,1628.1,1670.5,594,1060,0.016809,,0.02007653,
0.352,0.043145,0.254632,0.101413,0.042744,1607.9,1652.1,720,1080,0.011061,,0.014313279,
0.674,0.084322,0.201435,0.095204,0.05066,1631.6,1669.6,617,836,0.016636,,0.017822128,
0.684,0.010104,0.146419,0.138112,0.074038,1592.1,1665,680,1374,0.010755,,0.012148998,
0.214,0.016258,0.078902,0.098353,0.082628,1611,1620.2,384,624,0.015951,,0.015374157,
0.585,0.060802,0.455907,0.237959,0.13782,1593.5,1667,400,1451,0.019041,,0.0229629,
0.275,0.032535,0.314526,0.26925,0.134714,1592.6,1680.4,714,1608,0.011128,,0.021678863,
0.471,0.144,0.968967,0.255609,0.123925,1621.4,1630.2,307,1910,0.011015,,0.016090917,
0.279,0.134722,0.492033,0.215772,0.092774,1581.5,1653.3,640,1457,0.023554,,0.022246619,
0.319,0.070934,0.321162,0.285854,0.127274,1583.5,1662.2,697,1331,0.023062,,0.026263704,
0.38,0.137922,0.77968,0.259261,0.149628,1597.4,1682,608,1780,0.027896,,0.030173133,
0.332,0.057092,0.342768,0.192824,0.071551,1630,1666.2,925,1472,0.016659,,0.018516174,
0.873,0.057577,0.259217,0.132666,0.081672,1650.9,1664,500,816,0.016801,,0.017306316,
0.379,0.033236,0.444437,0.143746,0.089038,1607.2,1663.4,448,1317,0.0157,,0.014858938,
0.261,0.007817,0.10576,0.070144,0.03354,1572.6,1656.4,901,1412,0.009864,,0.011403523,
0.536,0.069906,0.456,0.172074,0.105827,1575.3,1672.7,669,1572,0.022123,,0.025236817,
0.45,0.013697,0.593307,0.136416,0.06911,1557.9,1622.3,490,1374,0.010364,,0.009058385,
0.552,0.010008,0.265532,0.121751,0.04443,1536.6,1626.9,866,1473,0.010359,,0.009411126,
0.626,0.081212,0.661412,0.095125,0.061351,1585.5,1659.8,686,1472,0.022543,,0.019601955,
0.549,0.013448,0.147671,0.109022,0.046445,1571.3,1659.7,951,1369,0.011076,,0.012514016,
0.41,0.011557,0.279905,0.101956,0.039383,1559,1644.3,736,1607,0.009392,,0.008852843,
0.603,0.096082,0.486602,0.147706,0.098001,1575.6,1660,519,1441,0.020275,,0.020060735,
0.502,0.051092,0.515128,0.265192,0.113216,1640.6,1671.5,472,1460,0.014057,,0.016509351,
0.381,0.004121,0.041169,0.023846,0.022896,1560.3,1666.6,1052,586,0.008706,,0.009597672,
0.619,0.015216,0.311917,0.087314,0.051354,1556.3,1648.6,622,1386,0.010135,,0.010178239,
0.552,0.01155,0.426047,0.132556,0.080778,1559.3,1636.4,352,1430,0.011365,,0.010163029,
0.376,0.041773,0.447103,0.186758,0.080494,1571.3,1659.2,459,1504,0.014649,,0.013820352,
0.227,0.015852,0.319941,0.171988,0.06088,1534.3,1682.9,1019,2469,0.021507,,0.015627212,
0.386,0.082509,0.493711,0.276536,0.105363,1608.7,1617.2,381,1464,0.01271,,0.015432688,
0.224,0.132104,0.608353,0.130689,0.046061,1544.9,1692.3,948,2159,0.021393,,0.019588168,
0.368,0.01939,0.395927,0.202248,0.089883,1565.2,1641.3,402,1522,0.010298,,0.011337056,
0.394,0.100645,0.37637,0.144724,0.063183,1555.3,1670.3,991,1451,0.013584,,0.02444349,
0.502,0.058339,0.082921,0.165325,0.120352,1686.2,1701.6,636,468,0.144,,0.029074315,
0.478,0.042038,0.382588,0.087099,0.054784,1569.6,1646.9,619,1435,0.014614,,0.014184215,
0.435,0.03329,0.656972,0.133951,0.059507,1533.2,1647.6,503,2233,0.009259,,0.010759227,
0.725,0.014862,0.069877,0.080906,0.051233,1637.2,1662.7,494,894,0.010211,,0.01026768,
0.781,0.069258,0.87802,0.107731,0.065306,1629.2,1634.9,572,2142,0.011538,,0.014914242,
0.278,0.009411,0.119436,0.118961,0.05212,1568.4,1658.2,969,1561,0.015133,,0.013316335,
0.541,0.047206,0.294804,0.096374,0.046561,1596.1,1687.6,933,1701,0.015999,,0.01659597,
0.6,0.07729,0.658999,0.092708,0.0768,1629.6,1663.5,411,1145,0.020108,,0.022826476,
0.288,0.038655,0.393472,0.066247,0.051191,1590.4,1670.9,596,1422,0.013597,,0.017985165,
0.572,0.037955,0.854119,0.085495,0.045752,1564.3,1623.9,461,2337,0.018348,,0.009593918,
0.53,0.081352,0.363542,0.099132,0.055311,1635.1,1661.5,477,952,0.013999,,0.016745409,
0.678,0.141899,0.355275,0.125952,0.06272,1621.6,1703.9,938,1513,0.022724,,0.028002075,
0.716,0.006995,0.11065,0.095558,0.051331,1570.7,1662.3,804,1557,0.009953,,0.010623856,
0.403,0.043565,0.37383,0.242493,0.127904,1591.5,1651.6,400,1367,0.018467,,0.016790755,
0.684,0.073873,0.470819,0.122781,0.081904,1582.8,1665.4,467,1415,0.015392,,0.017194406,
0.649,0.046792,0.107344,0.122683,0.085668,1642.5,1664.6,815,531,0.025019,,0.023731563,
0.428,0.069258,0.503568,0.136941,0.090312,1576.3,1674,761,1787,0.021633,,0.021225654,
0.666,0.037287,0.441222,0.196817,0.114849,1581,1660.3,363,1330,0.01562,,0.01559815,
0.503,0.071893,0.386124,0.105803,0.045827,1629.2,1683.3,994,1511,0.02004,,0.02008135,
0.512,0.070469,0.389031,0.157257,0.079173,1620.1,1678.9,937,1464,0.021517,,0.022086878,
0.613,0.029808,0.227385,0.161384,0.095542,1615.7,1663.5,591,1069,0.144,,0.01652577,
0.47,0.013505,0.282469,0.143471,0.063015,1564.7,1656.3,580,1831,0.00815,,0.010448971,
0.463,0.028212,0.319219,0.115349,0.071711,1559.1,1649,639,1568,0.012948,,0.013551136,
0.543,0.025905,0.31641,0.253916,0.125809,1594.8,1638.3,385,1270,0.01319,,0.012447711,
0.503,0.084574,0.591965,0.126167,0.064911,1639.2,1668.3,856,1895,0.019031,,0.018465743,
0.457,0.081017,0.432923,0.15928,0.080685,1615,1672.3,833,1317,0.023091,,0.023053961,
0.598,0.109292,0.536252,0.129546,0.060342,1538.1,1625.3,544,1863,0.013994,,0.013060534,
0.402,0.120099,0.485032,0.167341,0.130328,1627,1659.9,459,1150,0.023308,,0.024734182,
0.42,0.04389,0.256308,0.219864,0.104671,1632.6,1651.6,539,1112,0.023263,,0.01804003,
0.382,0.069284,0.169899,0.212985,0.729815,1615.9,1667.8,557,862,0.123726,,0.036050008,
0.816,0.092252,0.244945,0.183502,0.091663,1658,1651.9,569,727,0.02345,,0.021491961,
0.326,0.081583,0.566251,0.154693,0.099297,1572.1,1680.5,645,1645,0.022484,,0.0215737,
1.092,0.041793,0.248281,0.082784,0.056413,1577.4,1655.5,645,1328,0.01508,,0.015200228,
0.461,0.023937,0.230272,0.1344,0.06274,1588.5,1660.5,875,1290,0.012578,,0.014653422,
0.709,0.037786,0.527268,0.054355,0.035049,1510,1630.9,812,2293,0.009961,,0.011580988,
0.668,0.12101,0.670393,0.17373,0.091512,1598.1,1636.8,563,1602,0.019423,,0.018107332,
0.42,0.028266,0.06502,0.055244,0.060629,1636.3,1626.7,588,300,0.016596,,0.018933395,
0.466,0.082785,0.549862,0.165486,0.08532,1589.2,1640.7,515,1546,0.018612,,0.017864961,
0.41,0.061211,0.183389,0.11727,0.047793,1586.2,1610,552,1096,0.010675,,0.01418008,
0.416,0.052601,0.251287,0.319873,0.138675,1627.9,1681.7,538,1271,0.02016,,0.02113243,
0.464,0.011868,0.214662,0.107305,0.060502,1589.9,1647.4,363,1114,0.009318,,0.00915835,
0.829,0.033832,0.316102,0.056311,0.03896,1578.1,1663.6,767,1459,0.017168,,0.013949409,
0.581,0.014068,0.362151,0.060832,0.035981,1535.5,1639.6,635,1989,0.00745,,0.008171986,
0.669,0.076522,0.147735,0.139851,0.090872,1620,1678.1,655,904,0.024909,,0.022734975,
0.529,0.103952,0.634212,0.164251,0.059227,1600.8,1647.5,650,1848,0.011989,,0.014421093,
0.395,0.067942,0.472874,0.180678,0.083592,1604.9,1609.9,281,1921,0.008852,,0.014880736,
0.379,0.07941,0.52598,0.154117,0.097237,1594.5,1689.2,619,1605,0.023182,,0.021174948,
0.424,0.068399,0.532136,0.128872,0.077161,1592.6,1663.7,434,1374,0.018446,,0.017090698,
0.543,0.01747,0.267667,0.168423,0.168423,1577.4,1636.6,485,1258,0.01747,,0.013522221,
0.769,0.139799,0.527235,0.193461,0.076074,1610.5,1667.3,789,1747,0.021338,,0.019777471,
0.485,0.04325,0.273833,0.095867,0.05351,1583.8,1666.3,657,1305,0.018393,,0.015508685,
0.825,0.021575,0.576941,0.083822,0.069283,1571.3,1645.3,319,1330,0.009436,,0.01241713,
0.272,0.031037,0.598218,0.190534,0.102956,1552.9,1619.8,331,1633,0.014181,,0.013068554,
1.275,0.076729,0.242705,0.129568,0.064386,1619.6,1675,868,1063,0.020084,,0.020597176,
0.273,0.031312,0.175254,0.113518,0.06321,1626,1683.8,801,812,0.016222,,0.016852529,
0.527,0.030703,0.747058,0.127218,0.07628,1535.5,1636.4,390,1952,0.009613,,0.011124093,
0.238,0.014183,0.348726,0.105094,0.062533,1548.9,1651.9,558,1882,0.011934,,0.010955626,
0.89,0.096803,0.514587,0.122903,0.075792,1592.2,1669.8,683,1542,0.019248,,0.024197913,
0.881,0.035222,0.195249,0.142911,0.06481,1623.9,1650,596,1165,0.009316,,0.011643051,
0.305,0.022982,0.186168,0.107881,0.038404,1556.7,1652.8,1092,1505,0.013951,,0.014751915,
0.231,0.13479,0.243553,0.167459,0.068652,1620.3,1606.9,507,997,0.013524,,0.013231859,
0.58,0.018234,0.267032,0.178383,0.065728,1557.8,1661.2,655,1617,0.012146,,0.011741385,
0.347,0.082621,0.381353,0.136169,0.074418,1567.2,1657.6,573,1519,0.014874,,0.017702767,
0.342,0.069407,0.283301,0.155571,0.077504,1625.4,1663.3,748,1024,0.02746,,0.020657804,
0.496,0.045618,0.827458,0.057923,0.02884,1514.5,1630.8,783,2747,0.009818,,0.011734167,
0.217,0.076998,0.245327,0.390032,0.143007,1618.8,1676.1,658,1472,0.019498,,0.020337627,
0.492,0.026944,0.141512,0.096856,0.055832,1589.1,1653.3,952,967,0.017965,,0.016534343,
0.46,0.031409,0.533264,0.163339,0.077454,1530.4,1602.9,399,1610,0.009279,,0.010665529,
0.561,0.056033,0.540021,0.058362,0.029945,1547.5,1643.5,902,1896,0.013516,,0.01351011,
0.208,0.143143,0.529134,0.195271,0.077638,1540,1553.6,342,1594,0.028653,,0.00879029,
0.827,0.031642,0.557984,0.062994,0.039634,1543.4,1662.5,707,2142,0.00965,,0.011427075,
0.315,0.008214,0.234899,0.104811,0.049678,1535.8,1625.6,706,1766,0.011472,,0.009182826,
0.723,0.04564,0.400591,0.094631,0.054758,1530.8,1669.1,952,2084,0.021761,,0.018096106,
1.332,0.122243,0.561604,0.128289,0.059239,1613.1,1670.5,589,1670,0.012145,,0.018481602,
0.316,0.089293,0.480436,0.167813,0.087028,1613.6,1675.1,832,1428,0.023748,,0.026119506,
0.546,0.037327,0.486328,0.074867,0.0558,1600.6,1650.2,372,1112,0.012493,,0.014129866,
0.245,0.03722,0.649661,0.214253,0.076924,1519.1,1643.2,639,2289,0.011797,,0.012159565,
0.542,0.06594,0.948132,0.149925,0.077852,1525.4,1641.5,525,2248,0.01699,,0.013290085,
0.627,0.005191,0.18449,0.068036,0.039781,1541.9,1630.4,496,1557,0.004953,,0.006251415,
0.564,0.070459,0.512603,0.156771,0.082438,1634.5,1665.2,568,1293,0.01685,,0.017265416,
0.624,0.025122,0.308167,0.158797,0.102311,1618.8,1672.2,493,1022,0.014363,,0.015612625,
0.485,0.072883,0.643821,0.14677,0.084991,1579.3,1603.8,355,1816,0.019146,,0.013873637,
0.311,0.049248,0.423028,0.100876,0.06002,1568.4,1638.7,712,1456,0.016899,,0.016608162,
0.496,0.032289,0.301614,0.076129,0.04729,1598.7,1681.4,1046,1364,0.015589,,0.01599938,
0.454,0.047934,0.315287,0.075345,0.038599,1581.9,1684,1130,1869,0.020706,,0.019416541,
0.328,0.027433,0.263052,0.120552,0.054506,1569.8,1678.8,1125,1549,0.0168,,0.016527953,
0.664,0.080104,0.740227,0.094092,0.081958,1517.5,1667.4,755,2421,0.017008,,0.02828248,
0.476,0.029964,0.186466,0.215944,0.092458,1590.7,1649.4,730,1096,0.016468,,0.015990829,
0.78,0.007995,0.020273,0.035896,0.035896,1588.8,1659.8,636,970,0.007995,,0.007463629,
0.432,0.010943,0.055326,0.041132,0.024047,1567.9,1673.8,1161,1514,0.017574,,0.013141704,
0.346,0.05286,0.388015,0.176778,0.10112,1571.7,1663.5,815,1546,0.020474,,0.022312408,
0.267,0.053385,0.341936,0.133016,0.061521,1638.8,1672.5,895,1650,0.015182,,0.016044026,
0.368,0.059503,0.614667,0.106361,0.053891,1536.3,1650.2,619,1973,0.012704,,0.012299325,
0.608,0.060858,0.488689,0.089206,0.03982,1569,1647.1,693,1610,0.011367,,0.012489204,
0.407,0.12722,0.323872,0.171224,0.083051,1624.4,1686.7,757,1107,0.032574,,0.026929109,
